regulator,regulator_id,gene_id,gene_name,Pputida,source
AlgR,PP_0185,PP_1647,PP_1647,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1666,PP_1666,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1668,hda,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1672,cobO,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1686,PP_1686,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1737,PP_1737,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1763,yciK,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1876,PP_1876,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1897,PP_1897,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1908,PP_1908,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1986,leuD,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1989,asd,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_1997,folC,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2090,cobA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2095,pyrD,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2096,rlmKL,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2113,rlmM,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2117,pdxB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2310,PP_2310,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2331,PP_2331,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2360,PP_2360,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2408,czcC-II,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2442,PP_2442,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2471,ihfA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2478,PP_2478,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2687,PP_2687,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2805,ethA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2819,oprJ,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2922,PP_2922,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_2990,PP_2990,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3063,gpU,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3267,PP_3267,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3337,PP_3337,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3520,PP_3520,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3534,PP_3534,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3540,mvaB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3581,PP_3581,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3584,mdtB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3766,gloA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3767,PP_3767,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3805,yaiW,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3846,ramA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_3947,nicA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4007,infA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4013,PP_4013,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4059,treSB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4115,PP_4115,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4125,nuoH,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4150,yejF,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4178,PP_4178,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4187,lpdG,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4190,sdhB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4209,pvdR,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4231,PP_4231,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4268,ybaB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4274,ligA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4300,ttuD,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4321,ccmG,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4352,flhB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4359,fliL,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4368,fliG,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4472,csrA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4515,PP_4515,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4520,PP_4520,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4526,PP_4526,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4555,PP_4555,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4563,PP_4563,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4572,PP_4572,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4657,ypfJ,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4665,PP_4665,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4679,ilvH,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4697,pcnB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4722,greA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4734,lldR,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4820,dusB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4826,cobJ,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4898,tsaE,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4946,putP,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_4998,pyrB,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5026,opgG,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5040,fbp,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5079,aroK,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5245,PP_5245,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5279,PP_5279,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5313,hupA,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5336,purE,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5354,PP_5354,FALSE,doi:10.1038/s41467-019-10778-w
AlgR,PP_0185,PP_5420,atpI,FALSE,doi:10.1038/s41467-019-10778-w
PP_0204,PP_0204,PP_0204,PP_0204,TRUE,RegPrecise
PP_0204,PP_0204,PP_0205,PP_0205,TRUE,RegPrecise
PP_0204,PP_0204,PP_0206,PP_0206,TRUE,RegPrecise
PP_0204,PP_0204,PP_0207,PP_0207,TRUE,RegPrecise
PP_0204,PP_0204,PP_0208,PP_0208,TRUE,RegPrecise
PP_0204,PP_0204,PP_0209,tauB-I,TRUE,RegPrecise
PP_0204,PP_0204,PP_0210,PP_0210,TRUE,RegPrecise
PP_0204,PP_0204,PP_0211,PP_0211,TRUE,RegPrecise
GbdR,PP_0298,PP_0294,cbcV,FALSE,grouped with other genes in operon
GbdR,PP_0298,PP_0295,cbcW,FALSE,grouped with other genes in operon
GbdR,PP_0298,PP_0296,cbcX,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0298,gbdR,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0308,PP_0308,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0309,PP_0309,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0310,dgcA,FALSE,doi:10.1128/JB.01055-13
GbdR,PP_0298,PP_0311,dgcB,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0312,PP_0312,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0313,PP_0313,FALSE,grouped with other genes in operon
GbdR,PP_0298,PP_0315,gbcA,FALSE,doi:10.1128/JB.01055-13
GbdR,PP_0298,PP_0316,gbcB,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0322,glyA-I,FALSE,doi:10.1128/JB.01055-13
GbdR,PP_0298,PP_0323,soxB,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0324,soxD,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0325,soxA,FALSE,doi:10.1128/JB.01055-13
GbdR,PP_0298,PP_0326,soxG,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0327,purU-I,FALSE,grouped with other genes in operon
GbdR,PP_0298,PP_0328,fdhA,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_0450,rpsG,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_1082,bfr-II,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_1206,oprD,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_1613,ftsB,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_1889,fimD,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_2101,evgA,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_2169,dusA,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_2322,oprI,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_2468,rplT,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_3976,PP_3976,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_4184,brnQ,FALSE,doi:10.1038/s41467-019-10778-w
GbdR,PP_0298,PP_5259,PP_5259,FALSE,doi:10.1038/s41467-019-10778-w
CdhR,PP_0305,PP_0304,caiX,FALSE,doi:10.1128/JB.01055-13
ModR,PP_0360,PP_3828,modA,TRUE,RegPrecise
ModR,PP_0360,PP_3829,modB,TRUE,RegPrecise
ModR,PP_0360,PP_3830,modC,TRUE,RegPrecise
RpoD,PP_0387,PP_0213,gabD-I	,TRUE,BioCyc
RpoD,PP_0387,PP_0214,gabT,TRUE,BioCyc
Crp,PP_0424,PP_4490,phhA,TRUE,doi:10.1128/JB.06353-11
Crp,PP_0424,PP_4491,phhB,TRUE,doi:10.1128/JB.06353-11
BirA,PP_0437,PP_0361,PP_0361,TRUE,RegPrecise
BirA,PP_0437,PP_0362,bioB,TRUE,RegPrecise
BirA,PP_0437,PP_0363,bioF,TRUE,RegPrecise
BirA,PP_0437,PP_0364,bioH,TRUE,RegPrecise
BirA,PP_0437,PP_0365,bioC,TRUE,RegPrecise
BirA,PP_0437,PP_0366,bioD,TRUE,RegPrecise
PP_0486,PP_0486,PP_0486,PP_0486,TRUE,RegPrecise
PP_0486,PP_0486,PP_0487,PP_0487,TRUE,RegPrecise
PP_0486,PP_0486,PP_0488,PP_0488,TRUE,RegPrecise
NrdR,PP_0513,PP_1177,nrdB,TRUE,RegPrecise
NrdR,PP_0513,PP_1179,nrdA,TRUE,RegPrecise
NrdR,PP_0513,PP_2139,topA,TRUE,RegPrecise
NrdR,PP_0513,PP_2140,PP_2140,TRUE,RegPrecise
AcoR,PP_0557,PP_0550,PP_0550,TRUE,grouped with other genes in operon
AcoR,PP_0557,PP_0551,PP_0551,TRUE,grouped with other genes in operon
AcoR,PP_0557,PP_0552,bdhA,TRUE,doi:10.1128/jb.185.6.1757-1767.2003
AcoR,PP_0557,PP_0553,acoC,TRUE,doi:10.1128/jb.185.6.1757-1767.2003
AcoR,PP_0557,PP_0554,acoB,TRUE,doi:10.1128/jb.185.6.1757-1767.2003
AcoR,PP_0557,PP_0555,acoA,TRUE,doi:10.1128/jb.185.6.1757-1767.2003
AcoR,PP_0557,PP_0556,PP_0556,TRUE,doi:10.1128/jb.185.6.1757-1767.2003
CueR,PP_0585,PP_0585,PP_0585,TRUE,RegPrecise
CueR,PP_0585,PP_0586,cadA-II,TRUE,RegPrecise
CueR,PP_0585,PP_0588,PP_0588,TRUE,RegPrecise
CueR,PP_0585,PP_5393,PP_5393,TRUE,RegPrecise
RutR-I,PP_0594,PP_4286,puuE,TRUE,RegPrecise
RutR-I,PP_0594,PP_4287,pucL,TRUE,RegPrecise
RutR-I,PP_0594,PP_4288,allA,TRUE,RegPrecise
RutR-I,PP_0594,PP_4289,PP_4289,TRUE,RegPrecise
RutR-I,PP_0594,PP_4290,uacT,TRUE,RegPrecise
RutR-I,PP_0594,PP_4291,PP_4291,TRUE,RegPrecise
RutR-I,PP_0594,PP_4293,PP_4293,TRUE,RegPrecise
PplR1,PP_0740,PP_0738,PP_0738,TRUE,RegPrecise
PplR1,PP_0740,PP_0739,phr,TRUE,RegPrecise
PplR1,PP_0740,PP_0740,pplR1,TRUE,RegPrecise
PplR1,PP_0740,PP_0741,PP_0741,TRUE,RegPrecise
PplR1,PP_0740,PP_0742,PP_0742,TRUE,RegPrecise
PplR1,PP_0740,PP_0743,yfcH,TRUE,RegPrecise
PplR1,PP_0740,PP_0744,hemH,TRUE,RegPrecise
PplR1,PP_0740,PP_2511,PP_2511,TRUE,RegPrecise
PplR1,PP_0740,PP_2512,folEA-II,TRUE,RegPrecise
PplR1,PP_0740,PP_2728,PP_2728,TRUE,doi:10.1128/JB.00146-20
PplR1,PP_0740,PP_2729,PP_2729,TRUE,doi:10.1128/JB.00146-20
PplR1,PP_0740,PP_2733,PP_2733,TRUE,RegPrecise
PplR1,PP_0740,PP_2734,cfa,TRUE,RegPrecise
PplR1,PP_0740,PP_2735,PP_2735,TRUE,RegPrecise
PplR1,PP_0740,PP_2736,PP_2736,TRUE,RegPrecise
PplR1,PP_0740,PP_2737,PP_2737,TRUE,RegPrecise
PplR1,PP_0740,PP_2738,PP_2738,TRUE,RegPrecise
FruR,PP_0792,PP_0791,yjjV,TRUE,RegPrecise
FruR,PP_0792,PP_0792,fruR,TRUE,RegPrecise
FruR,PP_0792,PP_0793,fruB,TRUE,RegPrecise
FruR,PP_0792,PP_0794,fruK,TRUE,RegPrecise
FruR,PP_0792,PP_0795,fruA,TRUE,RegPrecise
NorR,PP_0807,PP_0807,norR,TRUE,RegPrecise
NorR,PP_0807,PP_0808,hmp,TRUE,RegPrecise
NorR,PP_0807,PP_2840,PP_2840,TRUE,RegPrecise
IscR,PP_0841,PP_0433,erpA,TRUE,RegPrecise
IscR,PP_0841,PP_0841,iscR,TRUE,RegPrecise
IscR,PP_0841,PP_0842,iscS-I,TRUE,RegPrecise
IscR,PP_0841,PP_0843,iscU,TRUE,RegPrecise
IscR,PP_0841,PP_0844,iscA,TRUE,RegPrecise
IscR,PP_0841,PP_0845,hscB,TRUE,RegPrecise
IscR,PP_0841,PP_0846,hscA,TRUE,RegPrecise
IscR,PP_0841,PP_0847,fdx,TRUE,RegPrecise
IscR,PP_0841,PP_0848,iscX,TRUE,RegPrecise
RoxR,PP_0888,PP_0112,metQ,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0113,metI,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0114,metN,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0308,PP_0308,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0310,dgcA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0311,dgcB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0312,PP_0312,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0313,PP_0313,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0315,gbcA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0316,gbcB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0321,ltaE,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0322,glyA-I,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0323,soxB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0324,soxD,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0325,soxA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0328,fdhA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0362,bioB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0403,surA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0493,selA,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0494,selB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0793,fruB,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0794,fruK,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_0894,PP_0894,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_1010,edd,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_1014,yihS,TRUE,"DEG, doi:10.1128/JB.00868-08"
RoxR,PP_0888,PP_1015,gtsA,TRUE,"DEG, doi:10.1128/JB.00868-08"
