,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
25,Fur-26,fur + Fe,1172062,1172107,2.52,ECSMS35_RS05785,ECSMS35_RS05785,ECSMS35_RS05785,-0.007982480926815484,1172084.5
26,Fur-27,fur + Fe,1222648,1222688,21.62,ECSMS35_RS06165,ECSMS35_RS06165,ECSMS35_RS06165,1.0492379835873389,1222668.0
27,Fur-28,fur + Fe,1246268,1246308,3.82,ECSMS35_RS06310,ECSMS35_RS06310,ECSMS35_RS06310,-0.2120253164556962,1246288.0
28,Fur-29,fur + Fe,1262568,1262603,9.96,ECSMS35_RS06410,ECSMS35_RS06410,ECSMS35_RS06410,-0.13604972375690608,1262585.5
29,Fur-30,fur + Fe,1270890,1270927,41.16,ECSMS35_RS06475,ECSMS35_RS06475,ECSMS35_RS06475,1.1892307692307693,1270908.5
30,Fur-31,fur + Fe,1273336,1273376,5.85,ECSMS35_RS06495,ECSMS35_RS06495,ECSMS35_RS06495,-0.03128153380423814,1273356.0
31,Fur-32,fur + Fe,1294414,1294454,4.27,ECSMS35_RS06590,ECSMS35_RS06590,ECSMS35_RS06590,0.152317880794702,1294434.0
32,Fur-33,fur + Fe,1334410,1334440,8.92,ECSMS35_RS06785,ECSMS35_RS06785,ECSMS35_RS06785,0.3465045592705167,1334425.0
33,Fur-34,fur + Fe,1343815,1343850,3.56,ECSMS35_RS06840,ECSMS35_RS06840,ECSMS35_RS06840,0.0019455252918287938,1343832.5
34,Fur-35,fur + Fe,1355182,1355220,17.8,ECSMS35_RS06920,ECSMS35_RS06920,ECSMS35_RS06920,0.19782608695652174,1355201.0
35,Fur-36,fur + Fe,1361627,1361665,9.43,ECSMS35_RS06950,ECSMS35_RS06950,ECSMS35_RS06950,0.0125,1361646.0
36,Fur-37,fur + Fe,1371443,1371481,2.31,ECSMS35_RS07005,ECSMS35_RS07005,ECSMS35_RS07005,0.6621221102548903,1371462.0
37,Fur-38,fur + Fe,1466724,1466771,45.07,ECSMS35_RS07505,ECSMS35_RS07505,ECSMS35_RS07505,0.03426573426573427,1466747.5
38,Fur-39,fur + Fe,1469242,1469282,32.65,ECSMS35_RS07520,ECSMS35_RS07520,ECSMS35_RS07520,0.9990458015267175,1469262.0
39,Fur-40,fur + Fe,1514491,1514535,4.2,ECSMS35_RS07725,ECSMS35_RS07725,ECSMS35_RS07725,1.484029484029484,1514513.0
40,Fur-41,fur + Fe,1551262,1551313,2.6,ECSMS35_RS07920,ECSMS35_RS07920,ECSMS35_RS07920,1.0595408895265424,1551287.5
41,Fur-42,fur + Fe,1587973,1588016,4.88,ECSMS35_RS08075,ECSMS35_RS08075,ECSMS35_RS08075,1.3420863309352518,1587994.5
42,Fur-43,fur + Fe,1606329,1606378,2.1,ECSMS35_RS08170,ECSMS35_RS08170,ECSMS35_RS08170,-0.023174157303370788,1606353.5
43,Fur-44,fur + Fe,1609909,1609949,51.75,ECSMS35_RS08190,ECSMS35_RS08190,ECSMS35_RS08190,1.022203947368421,1609929.0
44,Fur-45,fur + Fe,1657529,1657569,5.08,ECSMS35_RS28780,ECSMS35_RS28780,ECSMS35_RS28780,0.8082191780821918,1657549.0
45,Fur-46,fur + Fe,1672699,1672749,10.27,ECSMS35_RS08480,ECSMS35_RS08480,ECSMS35_RS08480,-0.04149377593360996,1672724.0
46,Fur-47,fur + Fe,1698230,1698268,2.45,ECSMS35_RS08575,ECSMS35_RS08575,ECSMS35_RS08575,-0.05928853754940711,1698249.0
47,Fur-48,fur + Fe,1709972,1710012,5.85,ECSMS35_RS08625,ECSMS35_RS08625,ECSMS35_RS08625,0.05251798561151079,1709992.0
48,Fur-49,fur + Fe,1728004,1728046,11.26,ECSMS35_RS08690,ECSMS35_RS08690,ECSMS35_RS08690,-0.09125117591721543,1728025.0
49,Fur-50,fur + Fe,1733964,1734003,6.77,ECSMS35_RS26660,ECSMS35_RS26660,ECSMS35_RS26660,-0.5927835051546392,1733983.5
50,Fur-51,fur + Fe,1779465,1779495,3.64,ECSMS35_RS08930,ECSMS35_RS08930,ECSMS35_RS08930,0.5690060443250504,1779480.0
51,Fur-52,fur + Fe,1877337,1877370,12.53,ECSMS35_RS29220,ECSMS35_RS29220,ECSMS35_RS29220,0.10365853658536585,1877353.5
52,Fur-53,fur + Fe,1885831,1885865,5.47,ECSMS35_RS09435,ECSMS35_RS09435,ECSMS35_RS09435,-1.1129032258064515,1885848.0
53,Fur-54,fur + Fe,1898270,1898313,4.96,ECSMS35_RS09490,ECSMS35_RS09490,ECSMS35_RS09490,-0.46685082872928174,1898291.5
54,Fur-55,fur + Fe,1903360,1903402,3.88,ECSMS35_RS09525,ECSMS35_RS09525,ECSMS35_RS09525,-0.08913649025069638,1903381.0
55,Fur-56,fur + Fe,1906879,1906918,3.78,ECSMS35_RS09555,ECSMS35_RS09555,ECSMS35_RS09555,0.9743243243243244,1906898.5
56,Fur-57,fur + Fe,2004341,2004386,7.71,ECSMS35_RS10045,ECSMS35_RS10045,ECSMS35_RS10045,0.012786885245901639,2004363.5
57,Fur-58,fur + Fe,2044851,2044897,351.15,ECSMS35_RS10270,ECSMS35_RS10270,ECSMS35_RS10270,-0.046097672295755364,2044874.0
58,Fur-59,fur + Fe,2044857,2044903,338.98,ECSMS35_RS10270,ECSMS35_RS10270,ECSMS35_RS10270,-0.043359196713829304,2044880.0
59,Fur-60,fur + Fe,2082748,2082792,3.48,ECSMS35_RS10465,ECSMS35_RS10465,ECSMS35_RS10465,0.6636363636363637,2082770.0
60,Fur-61,fur + Fe,2082759,2082802,3.4,ECSMS35_RS10465,ECSMS35_RS10465,ECSMS35_RS10465,0.6723140495867769,2082780.5
61,Fur-62,fur + Fe,2088139,2088178,12.83,ECSMS35_RS10505,ECSMS35_RS10505,ECSMS35_RS10505,-0.16109154929577466,2088158.5
62,Fur-63,fur + Fe,2115811,2115853,25.54,ECSMS35_RS10680,ECSMS35_RS10680,ECSMS35_RS10680,-0.07091346153846154,2115832.0
63,Fur-64,fur + Fe,2138190,2138229,4.82,ECSMS35_RS10790,ECSMS35_RS10790,ECSMS35_RS10790,0.28662691652470185,2138209.5
64,Fur-65,fur + Fe,2214785,2214829,2.83,ECSMS35_RS11155,ECSMS35_RS11155,ECSMS35_RS11155,1.2189500640204864,2214807.0
65,Fur-66,fur + Fe,2274871,2274912,16.58,ECSMS35_RS11410,ECSMS35_RS11410,ECSMS35_RS11410,0.6265737410071942,2274891.5
66,Fur-67,fur + Fe,2332685,2332715,25.2,ECSMS35_RS11700,ECSMS35_RS11700,ECSMS35_RS11700,1.0489462950373896,2332700.0
67,Fur-68,fur + Fe,2392221,2392265,42.78,ECSMS35_RS11980,ECSMS35_RS11980,ECSMS35_RS11980,0.05592705167173252,2392243.0
68,Fur-69,fur + Fe,2473215,2473258,5.58,ECSMS35_RS12310,ECSMS35_RS12310,ECSMS35_RS12310,0.9442148760330579,2473236.5
69,Fur-70,fur + Fe,2525244,2525284,5.84,ECSMS35_RS12560,ECSMS35_RS12560,ECSMS35_RS12560,0.45135406218655966,2525264.0
70,Fur-71,fur + Fe,2574214,2574250,16.84,ECSMS35_RS12750,ECSMS35_RS12750,ECSMS35_RS12750,-0.06266094420600858,2574232.0
71,Fur-72,fur + Fe,2603478,2603518,28.77,ECSMS35_RS12870,ECSMS35_RS12870,ECSMS35_RS12870,-0.0467741935483871,2603498.0
72,Fur-73,fur + Fe,2643591,2643637,3.81,ECSMS35_RS13100,ECSMS35_RS13100,ECSMS35_RS13100,0.14351320321469574,2643614.0
73,Fur-74,fur + Fe,2712937,2712978,7.04,ECSMS35_RS13410,ECSMS35_RS13410,ECSMS35_RS13410,0.12271714922048997,2712957.5
74,Fur-75,fur + Fe,2876481,2876527,26.01,ECSMS35_RS14150,ECSMS35_RS14150,ECSMS35_RS14150,1.2024291497975708,2876504.0
75,Fur-76,fur + Fe,2983298,2983335,5.83,ECSMS35_RS14690,ECSMS35_RS14690,ECSMS35_RS14690,1.3072289156626506,2983316.5
76,Fur-77,fur + Fe,3007953,3007996,5.38,ECSMS35_RS14805,ECSMS35_RS14805,ECSMS35_RS14805,1.017367458866545,3007974.5
77,Fur-78,fur + Fe,3068955,3069000,6.95,ECSMS35_RS15080,ECSMS35_RS15080,ECSMS35_RS15080,0.4185878962536023,3068977.5
78,Fur-79,fur + Fe,3068966,3069008,7.36,ECSMS35_RS15080,ECSMS35_RS15080,ECSMS35_RS15080,0.4048991354466859,3068987.0
79,Fur-80,fur + Fe,3094650,3094699,13.58,ECSMS35_RS15185,ECSMS35_RS15185,ECSMS35_RS15185,1.231896551724138,3094674.5
80,Fur-81,fur + Fe,3198557,3198605,7.48,ECSMS35_RS15695,ECSMS35_RS15695,ECSMS35_RS15695,0.9873524451939292,3198581.0
81,Fur-82,fur + Fe,3216281,3216332,12.71,ECSMS35_RS15785,ECSMS35_RS15785,ECSMS35_RS15785,-0.021302058401148877,3216306.5
82,Fur-83,fur + Fe,3246702,3246745,6.58,ECSMS35_RS15995_1,ECSMS35_RS15995_1,ECSMS35_RS15995_1,-0.6451104100946372,3246723.5
83,Fur-84,fur + Fe,3248631,3248673,5.21,ECSMS35_RS16000,ECSMS35_RS16000,ECSMS35_RS16000,-0.10690121786197564,3248652.0
84,Fur-85,fur + Fe,3251149,3251189,11.4,ECSMS35_RS16015,ECSMS35_RS16015,ECSMS35_RS16015,-0.0032751091703056767,3251169.0
85,Fur-86,fur + Fe,3265214,3265258,37.96,ECSMS35_RS16080,ECSMS35_RS16080,ECSMS35_RS16080,-0.01853997682502897,3265236.0
86,Fur-87,fur + Fe,3265236,3265282,40.88,ECSMS35_RS16080,ECSMS35_RS16080,ECSMS35_RS16080,-0.03186558516801854,3265259.0
87,Fur-88,fur + Fe,3279187,3279230,18.01,ECSMS35_RS16180,ECSMS35_RS16180,ECSMS35_RS16180,1.0437279151943464,3279208.5
88,Fur-89,fur + Fe,3332444,3332475,3.26,ECSMS35_RS16445,ECSMS35_RS16445,ECSMS35_RS16445,-0.2894088669950739,3332459.5
89,Fur-90,fur + Fe,3361731,3361761,10.4,ECSMS35_RS16595,ECSMS35_RS16595,ECSMS35_RS16595,1.0934256055363323,3361746.0
90,Fur-91,fur + Fe,3367227,3367267,10.85,ECSMS35_RS16635,ECSMS35_RS16635,ECSMS35_RS16635,-0.06896551724137931,3367247.0
91,Fur-92,fur + Fe,3377033,3377075,3.87,ECSMS35_RS16680,ECSMS35_RS16680,ECSMS35_RS16680,0.7509986684420772,3377054.0
92,Fur-93,fur + Fe,3399464,3399503,197.83,ECSMS35_RS16785,ECSMS35_RS16785,ECSMS35_RS16785,-0.04500616522811344,3399483.5
93,Fur-94,fur + Fe,3442809,3442854,21.05,ECSMS35_RS17010,ECSMS35_RS17010,ECSMS35_RS17010,-0.1016,3442831.5
94,Fur-95,fur + Fe,3504770,3504806,9.83,ECSMS35_RS17280,ECSMS35_RS17280,ECSMS35_RS17280,-0.033682634730538924,3504788.0
95,Fur-96,fur + Fe,3601059,3601100,4.41,ECSMS35_RS17770,ECSMS35_RS17770,ECSMS35_RS17770,0.4218158890290038,3601079.5
96,Fur-97,fur + Fe,3641467,3641511,5.41,ECSMS35_RS17975,ECSMS35_RS17975,ECSMS35_RS17975,0.19499568593615185,3641489.0
97,Fur-98,fur + Fe,3660875,3660905,2.85,ECSMS35_RS18085,ECSMS35_RS18085,ECSMS35_RS18085,-0.06653620352250489,3660890.0
98,Fur-99,fur + Fe,3682115,3682164,82.13,ECSMS35_RS18280,ECSMS35_RS18280,ECSMS35_RS18280,-0.24744897959183673,3682139.5
99,Fur-100,fur + Fe,3747861,3747891,15.4,ECSMS35_RS18630,ECSMS35_RS18630,ECSMS35_RS18630,-0.04993542832544124,3747876.0
100,Fur-101,fur + Fe,3794821,3794862,541.75,ECSMS35_RS18810,ECSMS35_RS18810,ECSMS35_RS18810,-0.22142857142857142,3794841.5
101,Fur-102,fur + Fe,3794828,3794875,512.62,ECSMS35_RS18810,ECSMS35_RS18810,ECSMS35_RS18810,-0.2010204081632653,3794851.5
102,Fur-103,fur + Fe,3832412,3832455,17.35,ECSMS35_RS19015,ECSMS35_RS19015,ECSMS35_RS19015,0.9098939929328622,3832433.5
103,Fur-104,fur + Fe,3870252,3870287,59.3,ECSMS35_RS27325,ECSMS35_RS27325,ECSMS35_RS27325,0.8391089108910891,3870269.5
104,Fur-105,fur + Fe,4085507,4085537,3.64,ECSMS35_RS20160,ECSMS35_RS20160,ECSMS35_RS20160,1.0102865540044086,4085522.0
105,Fur-106,fur + Fe,4403156,4403189,26.64,ECSMS35_RS21670,ECSMS35_RS21670,ECSMS35_RS21670,-0.10369774919614148,4403172.5
106,Fur-107,fur + Fe,4434460,4434502,17.85,ECSMS35_RS21880,ECSMS35_RS21880,ECSMS35_RS21880,0.09100998890122086,4434481.0
107,Fur-108,fur + Fe,4786107,4786137,3.85,ECSMS35_RS23565,ECSMS35_RS23565,ECSMS35_RS23565,0.2655518394648829,4786122.0
108,Fur-109,fur + Fe,4854812,4854854,8.56,ECSMS35_RS23895,ECSMS35_RS23895,ECSMS35_RS23895,1.017520215633423,4854833.0
109,Fur-110,fur + Fe,4886477,4886507,9.07,ECSMS35_RS24095,ECSMS35_RS24095,ECSMS35_RS24095,1.0830388692579505,4886492.0
110,Fur-111,fur + Fe,4897517,4897557,10.71,ECSMS35_RS24170,ECSMS35_RS24170,ECSMS35_RS24170,-0.01675977653631285,4897537.0
111,Fur-112,fur + Fe,4932767,4932816,5.28,ECSMS35_RS24250,ECSMS35_RS24250,ECSMS35_RS24250,1.434910641754671,4932791.5
112,Fur-113,fur + Fe,5034062,5034092,69.3,ECSMS35_RS24700,ECSMS35_RS24700,ECSMS35_RS24700,-0.24789915966386555,5034077.0
