,locus_tag,strand,tss,sigma_factor,name,box_10_left,box_10_right,box_35_left,box_35_right
76,ECK120009910,-1.0,2349499.0,Sigma70,inaAp,2349507.0,2349512.0,2349532.0,2349537.0
77,ECK120009911,-1.0,2662199.0,Sigma70,iscRp,2662207.0,2662212.0,2662230.0,2662235.0
78,ECK120009912,-1.0,441373.0,Sigma70,xseBp,441380.0,441385.0,441402.0,441407.0
79,ECK120009913,1.0,3374766.0,Sigma70,dcuDp,3374754.0,3374759.0,3374732.0,3374737.0
80,ECK120009914,1.0,2791172.0,"Sigma70, Sigma38",gabDp1,2791159.0,2791164.0,2791135.0,2791140.0
81,ECK120009914,1.0,2791172.0,"Sigma70, Sigma38",gabDp1,2791154.0,2791164.0,2791135.0,2791140.0
82,ECK120009915,1.0,1007672.0,,rlmLp,,,,
83,ECK120009916,1.0,4240300.0,Sigma70,psiEp,4240288.0,4240293.0,4240263.0,4240268.0
84,ECK120009917,1.0,141360.0,Sigma70,hptp,141348.0,141353.0,141323.0,141328.0
85,ECK120009918,-1.0,141263.0,Sigma70,gcdp1,141269.0,141274.0,141293.0,141298.0
86,ECK120009919,-1.0,141279.0,,gcdp2,,,,
87,ECK120009920,-1.0,1174028.0,Sigma70,mfdp1,1174036.0,1174041.0,1174058.0,1174063.0
88,ECK120009921,-1.0,1173992.0,Sigma70,mfdp2,1173998.0,1174003.0,1174022.0,1174027.0
89,ECK120009922,1.0,890892.0,Sigma70,ybjCp,890880.0,890885.0,890855.0,890860.0
90,ECK120009923,1.0,891876.0,Sigma70,rimKp,891864.0,891869.0,891841.0,891846.0
91,ECK120009924,-1.0,3665839.0,Sigma38,gadXp,3665849.0,3665859.0,3665871.0,3665876.0
92,ECK120009925,-1.0,222714.0,Sigma70,metNp,222722.0,222727.0,222745.0,222750.0
93,ECK120009926,-1.0,3058549.0,Sigma70,serAp2,3058551.0,3058556.0,3058575.0,3058580.0
94,ECK120009927,-1.0,159171.0,"Sigma70, Sigma38",pcnBp3,159178.0,159183.0,159201.0,159206.0
95,ECK120009927,-1.0,159171.0,"Sigma70, Sigma38",pcnBp3,159178.0,159188.0,159200.0,159205.0
96,ECK120009928,1.0,368519.0,Sigma70,mhpAp,368508.0,368513.0,368482.0,368487.0
97,ECK120009929,-1.0,368528.0,Sigma70,mhpRp,368530.0,368535.0,368551.0,368556.0
98,ECK120009930,1.0,4467280.0,Sigma70,mgtAp2,4467272.0,4467277.0,4467251.0,4467256.0
99,ECK120009931,-1.0,4467275.0,Sigma70,treRp2,4467281.0,4467286.0,4467303.0,4467308.0
100,ECK120009932,-1.0,4467279.0,Sigma70,treRp3,,,,
101,ECK120009933,-1.0,4467347.0,Sigma70,treRp4,4467351.0,4467356.0,4467376.0,4467381.0
102,ECK120009934,-1.0,841648.0,Sigma70,fiup,841653.0,841658.0,841677.0,841682.0
103,ECK120009935,-1.0,3152014.0,Sigma70,exbBp,3152024.0,3152029.0,3152045.0,3152050.0
104,ECK120009936,-1.0,3151390.0,,exbDp,,,,
105,ECK120009937,-1.0,1161647.0,,fhuEp,,,,
106,ECK120009938,-1.0,1764418.0,Sigma70,sufAp,1764425.0,1764430.0,1764447.0,1764452.0
107,ECK120009939,-1.0,1544124.0,Sigma70,narUp1,1544134.0,1544139.0,1544160.0,1544165.0
108,ECK120009940,-1.0,1544163.0,Sigma38,narUp2,1544170.0,1544180.0,1544192.0,1544197.0
109,ECK120009941,1.0,2071317.0,Sigma70,flup,2071306.0,2071311.0,2071283.0,2071288.0
110,ECK120009942,1.0,2552241.0,Sigma70,amiAp,2552231.0,2552236.0,2552205.0,2552210.0
111,ECK120009943,1.0,2553205.0,Sigma70,hemFp,2553195.0,2553200.0,2553173.0,2553178.0
112,ECK120009944,-1.0,2483448.0,,emrKp,,,,
113,ECK120009945,1.0,2718675.0,Sigma70,trxCp,2718664.0,2718669.0,2718642.0,2718647.0
114,ECK120009946,1.0,511573.0,Sigma38,glsAp,,,,
115,ECK120009947,1.0,137045.0,,cueOp,,,,
116,ECK120009948,-1.0,3469896.0,Sigma70,chiAp,3469903.0,3469908.0,3469926.0,3469931.0
117,ECK120009950,1.0,3000257.0,,xdhAp,,,,
118,ECK120009951,1.0,771202.0,Sigma70,cydAp3,771192.0,771197.0,771171.0,771176.0
119,ECK120009952,1.0,771213.0,Sigma70,cydAp4,771201.0,771206.0,771177.0,771182.0
120,ECK120009953,1.0,771368.0,Sigma70,cydAp5,771357.0,771362.0,771336.0,771341.0
121,ECK120009954,1.0,3039822.0,Sigma70,fldBp,3039811.0,3039816.0,3039785.0,3039790.0
122,ECK120009955,-1.0,1800818.0,Sigma70,infCp2,1800826.0,1800831.0,1800849.0,1800854.0
123,ECK120009956,1.0,3219458.0,"Sigma38, Sigma54",patAp,3219444.0,3219448.0,3219432.0,3219437.0
124,ECK120009957,1.0,893736.0,Sigma54,potFp1,893721.0,893725.0,893709.0,893714.0
125,ECK120009958,1.0,4166484.0,Sigma70,rrsBp2,4166472.0,4166477.0,4166450.0,4166455.0
126,ECK120009959,-1.0,787632.0,"Sigma70, Sigma38",gpmAp,787636.0,787643.0,787658.0,787666.0
127,ECK120009959,-1.0,787632.0,"Sigma70, Sigma38",gpmAp,787636.0,787643.0,787658.0,787666.0
128,ECK120009961,-1.0,2800590.0,,ygaCp,,,,
129,ECK120009962,1.0,2495578.0,Sigma24,lpxPp,2495569.0,2495573.0,2495548.0,2495553.0
130,ECK120009963,1.0,493709.0,Sigma24,ybaBp,493698.0,493702.0,493676.0,493681.0
131,ECK120009964,1.0,2753486.0,Sigma24,bamEp,2753477.0,2753481.0,2753455.0,2753460.0
132,ECK120009965,-1.0,4390638.0,Sigma24,psdp,4390643.0,4390647.0,4390664.0,4390669.0
133,ECK120009966,-1.0,3204175.0,Sigma24,bacAp,3204181.0,3204185.0,3204202.0,3204207.0
134,ECK120009967,1.0,396553.0,Sigma24,sbmAp,396543.0,396547.0,396521.0,396526.0
135,ECK120009968,-1.0,1923385.0,Sigma32,pphAp,1923394.0,1923399.0,1923412.0,1923417.0
136,ECK120009969,-1.0,1890561.0,Sigma24,yeaYp,1890566.0,1890570.0,1890587.0,1890592.0
137,ECK120009970,1.0,4112869.0,Sigma24,yiiSp,4112860.0,4112864.0,4112838.0,4112843.0
138,ECK120009971,-1.0,2456999.0,"Sigma70, Sigma24",sixAp,2457002.0,2457007.0,2457029.0,2457034.0
139,ECK120009971,-1.0,2456999.0,"Sigma70, Sigma24",sixAp,2457005.0,2457009.0,2457026.0,2457031.0
140,ECK120009972,-1.0,2551243.0,Sigma24,yfeYp,2551248.0,2551252.0,2551269.0,2551274.0
141,ECK120009973,-1.0,2427849.0,Sigma54,argTp,2427859.0,2427863.0,2427870.0,2427875.0
142,ECK120009974,1.0,348646.0,Sigma54,prpBp,348632.0,348636.0,348620.0,348625.0
143,ECK120009975,1.0,1866815.0,Sigma54,yeaGp1,1866801.0,1866805.0,1866789.0,1866794.0
144,ECK120009976,1.0,3418972.0,Sigma54,yhdWp,,,,
145,ECK120009977,-1.0,1563107.0,Sigma54,ddpXp,1563120.0,1563124.0,1563131.0,1563136.0
146,ECK120009978,-1.0,,Sigma54,gltIp,,,,
147,ECK120009979,-1.0,1074026.0,Sigma54,rutAp,1074039.0,1074043.0,1074050.0,1074055.0
148,ECK120009980,-1.0,4287595.0,Sigma70,acsp1,4287604.0,4287609.0,4287631.0,4287636.0
149,ECK120009981,-1.0,4287391.0,"Sigma70, Sigma38",acsp2,4287397.0,4287404.0,4287413.0,4287421.0
150,ECK120009981,-1.0,4287391.0,"Sigma70, Sigma38",acsp2,4287397.0,4287404.0,4287413.0,4287421.0
151,ECK120009982,-1.0,63358.0,Sigma70,hepAp,63364.0,63369.0,63391.0,63396.0
152,ECK120009983,1.0,17317.0,Sigma38,nhaAp2,17303.0,17313.0,17286.0,17291.0
153,ECK120009984,-1.0,1556046.0,Sigma38,srap,1556054.0,1556064.0,1556078.0,1556083.0
154,ECK120009985,1.0,622258.0,Sigma70,entSp1,622245.0,622250.0,622222.0,622227.0
155,ECK120009986,1.0,622253.0,Sigma70,entSp2,622240.0,622245.0,622216.0,622221.0
156,ECK120009987,-1.0,622192.0,Sigma70,fepDp2,622200.0,622205.0,622224.0,622229.0
157,ECK120009988,1.0,2788927.0,Sigma38,csiDp,2788916.0,2788926.0,2788899.0,2788904.0
158,ECK120009989,-1.0,1346843.0,Sigma38,pdeRp,1346850.0,1346860.0,1346873.0,1346878.0
159,ECK120009990,-1.0,3038834.0,Sigma24,dsbCp,3038840.0,3038844.0,3038862.0,3038867.0
160,ECK120009991,1.0,1109257.0,"Sigma70, Sigma24",opgGp2,1109248.0,1109253.0,1109221.0,1109226.0
161,ECK120009991,1.0,1109257.0,"Sigma70, Sigma24",opgGp2,1109244.0,1109248.0,1109222.0,1109227.0
162,ECK120009992,1.0,200455.0,Sigma24,hlpAp,200442.0,200446.0,200420.0,200425.0
163,ECK120009993,-1.0,2599014.0,Sigma24,bamCp,2599023.0,2599027.0,2599045.0,2599050.0
164,ECK120009994,1.0,3793939.0,Sigma70,rfaDp1,3793926.0,3793931.0,3793903.0,3793908.0
165,ECK120009995,1.0,3793896.0,,rfaDp2,,,,
166,ECK120009996,1.0,3793970.0,Sigma24,rfaDp4,3793958.0,3793962.0,3793936.0,3793941.0
167,ECK120009997,1.0,200960.0,Sigma24,lpxDp,200949.0,200953.0,200928.0,200933.0
168,ECK120009998,-1.0,866394.0,Sigma70,moeAp,866401.0,866406.0,866425.0,866430.0
169,ECK120009999,-1.0,1889807.0,Sigma70,fadDp,1889811.0,1889816.0,1889836.0,1889841.0
170,ECK120010000,-1.0,3101798.0,Sigma24,yggNp1,3101807.0,3101811.0,3101828.0,3101833.0
171,ECK120010001,-1.0,3101744.0,Sigma24,yggNp2,3101753.0,3101757.0,3101774.0,3101779.0
172,ECK120010002,1.0,3201104.0,Sigma24,ygiMp,3201096.0,3201100.0,3201072.0,3201077.0
173,ECK120010003,1.0,3296349.0,Sigma24,yraPp,3296336.0,3296340.0,3296313.0,3296318.0
174,ECK120010004,1.0,3867544.0,Sigma24,yidQp,3867539.0,3867543.0,3867515.0,3867520.0
175,ECK120010005,-1.0,4439286.0,Sigma24,ytfJp,4439292.0,4439296.0,4439314.0,4439319.0
176,ECK120010006,1.0,197821.0,Sigma24,bamAp,197813.0,197817.0,197790.0,197795.0
177,ECK120010007,1.0,3247643.0,Sigma24,yqjAp2,3247637.0,3247641.0,3247615.0,3247620.0
178,ECK120010008,1.0,2736006.0,Sigma24,bamDp,2735993.0,2735997.0,2735969.0,2735974.0
179,ECK120010009,1.0,196470.0,Sigma24,rsePp,196462.0,196466.0,196439.0,196444.0
180,ECK120010010,-1.0,3112899.0,Sigma24,yghFp,3112908.0,3112912.0,3112930.0,3112935.0
181,ECK120010011,-1.0,57156.0,Sigma70,impp1,57163.0,57168.0,57187.0,57192.0
182,ECK120010012,-1.0,57241.0,Sigma70,impp2,57249.0,57254.0,57276.0,57281.0
183,ECK120010013,-1.0,57336.0,Sigma24,impp3,57340.0,57344.0,57362.0,57367.0
184,ECK120010014,-1.0,4223652.0,,iclRp,,,,
185,ECK120010015,1.0,703840.0,Sigma70,nagEp,703827.0,703832.0,703804.0,703809.0
186,ECK120010017,-1.0,816692.0,Sigma54,ybhKp,816702.0,816706.0,816713.0,816718.0
187,ECK120010018,-1.0,1310523.0,Sigma54,kchp,1310533.0,1310537.0,1310544.0,1310549.0
188,ECK120010019,-1.0,1359373.0,Sigma54,puuPp,1359386.0,1359390.0,1359397.0,1359402.0
189,ECK120010020,-1.0,2691123.0,Sigma70,glrKp,2691130.0,2691135.0,2691153.0,2691158.0
190,ECK120010021,1.0,2832439.0,Sigma54,norVp,2832425.0,2832429.0,2832413.0,2832418.0
191,ECK120010022,1.0,712942.0,,seqAp,,,,
192,ECK120010023,1.0,,,garDp,,,,
193,ECK120010024,-1.0,,,gudPp,,,,
194,ECK120010025,1.0,765811.0,Sigma32,mngAp,765797.0,765802.0,765780.0,765785.0
195,ECK120010026,1.0,4313257.0,Sigma70,rpiBp,4313245.0,4313250.0,4313222.0,4313227.0
196,ECK120010027,1.0,182447.0,,cdaRp,,,,
197,ECK120010028,-1.0,4313137.0,Sigma70,alsRp2,4313142.0,4313147.0,4313167.0,4313172.0
198,ECK120010029,-1.0,4313132.0,Sigma70,alsRp1,4313142.0,4313147.0,4313167.0,4313172.0
199,ECK120010030,-1.0,3578818.0,Sigma70,gntRp2,3578825.0,3578830.0,3578850.0,3578855.0
200,ECK120010031,-1.0,3578862.0,,gntRp3,,,,
201,ECK120010032,-1.0,3578880.0,,gntRp4,,,,
202,ECK120010033,-1.0,792177.0,,galEp3,,,,
203,ECK120010034,-1.0,4349091.0,,dcuBp2,,,,
204,ECK120010035,1.0,1942634.0,Sigma70,znuCp,1942622.0,1942627.0,1942597.0,1942602.0
205,ECK120010036,1.0,3606422.0,Sigma70,zntAp,3606410.0,3606415.0,3606384.0,3606389.0
206,ECK120010037,-1.0,605453.0,Sigma70,nfsBp,605460.0,605465.0,605483.0,605488.0
207,ECK120010038,1.0,4494597.0,Sigma70,idnKp,4494585.0,4494590.0,4494561.0,4494566.0
208,ECK120010039,-1.0,4494435.0,,idnDp,,,,
209,ECK120010040,-1.0,366358.0,,lacZp3,,,,
210,ECK120010041,-1.0,366365.0,,lacZp2,,,,
211,ECK120010042,-1.0,366377.0,,lacZp4,,,,
212,ECK120010043,-1.0,2924524.0,Sigma70,csrBp,2924526.0,2924531.0,2924552.0,2924557.0
213,ECK120010044,-1.0,4462838.0,Sigma70,nrdDp,4462846.0,4462851.0,4462873.0,4462878.0
214,ECK120010045,-1.0,3906697.0,,bglGp,,,,
215,ECK120010046,1.0,4051036.0,,csrCp,,,,
216,ECK120010047,1.0,2790912.0,Sigma38,gabDp2,2790893.0,2790903.0,2790875.0,2790880.0
217,ECK120010048,-1.0,3578749.0,Sigma70,gntRp1,3578760.0,3578765.0,3578784.0,3578789.0
218,ECK120010049,1.0,3658242.0,Sigma38,gadEp1,3658225.0,3658235.0,3658208.0,3658213.0
219,ECK120010051,1.0,3656960.0,"Sigma38, Sigma70",hdeDp,3656948.0,3656953.0,3656927.0,3656932.0
220,ECK120010052,-1.0,4491182.0,Sigma70,idnRp,4491187.0,4491192.0,4491209.0,4491214.0
221,ECK120010053,1.0,3546449.0,,gntTp3,,,,
222,ECK120010054,1.0,3546446.0,,gntTp2,,,,
223,ECK120010055,-1.0,4551334.0,Sigma70,gntPp,4551341.0,4551346.0,4551368.0,4551373.0
224,ECK120010056,1.0,3544667.0,Sigma70,gntXp,3544655.0,3544660.0,3544628.0,3544633.0
225,ECK120010057,-1.0,3866981.0,Sigma54,ibpBp,3866983.0,3866987.0,3866995.0,3867000.0
226,ECK120010058,1.0,4370616.0,"Sigma32, Sigma70",groSp,4370600.0,4370605.0,4370580.0,4370585.0
227,ECK120010058,1.0,4370616.0,"Sigma32, Sigma70",groSp,4370603.0,4370608.0,4370580.0,4370585.0
228,ECK120010059,-1.0,3244857.0,Sigma70,uxaCp,3244863.0,3244868.0,3244890.0,3244895.0
229,ECK120010060,-1.0,1610737.0,Sigma70,uxaBp2,1610743.0,1610748.0,1610766.0,1610771.0
230,ECK120010061,1.0,4554458.0,Sigma70,uxuRp,4554447.0,4554452.0,4554424.0,4554429.0
231,ECK120010062,1.0,4214159.0,Sigma70,metAp2,4214146.0,4214151.0,4214125.0,4214130.0
232,ECK120010063,-1.0,4214156.0,Sigma70,yjaBp,4214162.0,4214167.0,4214184.0,4214189.0
233,ECK120010064,-1.0,1696152.0,,uidAp,,,,
234,ECK120010065,-1.0,1697075.0,Sigma70,uidRp,1697081.0,1697086.0,1697108.0,1697113.0
235,ECK120010066,-1.0,3473685.0,Sigma24,fusAp,3473689.0,3473693.0,3473710.0,3473715.0
236,ECK120010067,1.0,4419927.0,Sigma70,ulaAp,4419915.0,4419920.0,4419892.0,4419897.0
237,ECK120010068,-1.0,4419675.0,,ulaGp,,,,
238,ECK120010069,-1.0,2436890.0,,usgp,,,,
239,ECK120010070,-1.0,52588.0,,rsmAp,,,,
240,ECK120010071,-1.0,,,pdxAp,,,,
241,ECK120010072,-1.0,52034.0,,apaGp,,,,
242,ECK120010074,-1.0,,Sigma70,ccmAp,,,,
243,ECK120010075,-1.0,2460511.0,Sigma70,fadIp,2460517.0,2460522.0,2460540.0,2460545.0
244,ECK120010077,-1.0,2219523.0,Sigma38,osmFp,2219530.0,2219540.0,2219554.0,2219559.0
245,ECK120010078,1.0,422495.0,,malZp,,,,
246,ECK120010079,-1.0,500051.0,,aesp,,,,
247,ECK120010080,1.0,3318562.0,Sigma70,argGp,3318549.0,3318554.0,3318528.0,3318533.0
248,ECK120010081,-1.0,3812577.0,,yicRp,,,,
249,ECK120010082,-1.0,3811175.0,Sigma32,mutMp,3811185.0,3811190.0,3811204.0,3811209.0
250,ECK120010083,1.0,3102988.0,,mutYp1,,,,
251,ECK120010084,1.0,3102911.0,,mutYp2,,,,
252,ECK120010085,1.0,3103993.0,,yggXp,,,,
253,ECK120010086,1.0,4252443.0,Sigma70,ubiCp,4252432.0,4252437.0,4252410.0,4252415.0
254,ECK120010087,1.0,3658345.0,Sigma38,gadEp,3658334.0,3658344.0,3658318.0,3658323.0
255,ECK120010088,1.0,4262816.0,Sigma54,pspGp,4262801.0,4262805.0,4262789.0,4262794.0
256,ECK120010089,1.0,3664864.0,Sigma38,gadYp,3664847.0,3664857.0,3664829.0,3664834.0
257,ECK120010090,-1.0,2376887.0,Sigma70,menBp,2376894.0,2376899.0,2376919.0,2376924.0
258,ECK120010091,1.0,2942696.0,Sigma70,gcvBp,2942684.0,2942689.0,2942661.0,2942666.0
259,ECK120010093,1.0,833073.0,Sigma70,dinGp,833059.0,833064.0,833038.0,833043.0
260,ECK120010094,1.0,3278866.0,Sigma70,kbaZp,3278857.0,3278862.0,3278831.0,3278836.0
261,ECK120010095,-1.0,3278703.0,Sigma70,agaRp,3278704.0,3278709.0,3278726.0,3278731.0
262,ECK120010096,1.0,3281889.0,Sigma70,agaSp,3281873.0,3281878.0,3281852.0,3281857.0
263,ECK120010097,1.0,2089965.0,,hisLp,,,,
264,ECK120010098,1.0,629873.0,Sigma70,cstAp3,629859.0,629864.0,629832.0,629837.0
265,ECK120010099,1.0,629864.0,Sigma70,cstAp2,629852.0,629857.0,629825.0,629830.0
266,ECK120010100,1.0,629855.0,,cstAp1,,,,
267,ECK120010101,-1.0,4539928.0,,nanCp,,,,
268,ECK120010102,1.0,2578588.0,Sigma38,talAp1,2578573.0,2578583.0,2578556.0,2578561.0
269,ECK120010103,-1.0,1638812.0,,cspIp,,,,
270,ECK120010104,-1.0,1641715.0,,cspBp,,,,
271,ECK120010105,1.0,1051305.0,,cspGp,,,,
272,ECK120010106,-1.0,913845.0,,hcpp,913854.0,913859.0,913877.0,913882.0
273,ECK120010107,-1.0,2147559.0,"Sigma38, Sigma70",alkAp,2147566.0,2147576.0,2147588.0,2147593.0
274,ECK120010107,-1.0,2147559.0,"Sigma38, Sigma70",alkAp,2147566.0,2147571.0,2147593.0,2147598.0
275,ECK120010108,-1.0,70075.0,Sigma70,araBp,70084.0,70089.0,70108.0,70113.0
276,ECK120010109,-1.0,4154897.0,Sigma70,argEp1,4154903.0,4154908.0,4154925.0,4154930.0
277,ECK120010110,1.0,3384677.0,Sigma70,argRp1,3384668.0,3384673.0,3384642.0,3384647.0
278,ECK120010111,1.0,29619.0,Sigma70,carAp2,29609.0,29614.0,29585.0,29590.0
279,ECK120010112,-1.0,2246942.0,Sigma70,cirAp2,2246950.0,2246955.0,2246973.0,2246978.0
280,ECK120010113,-1.0,2246929.0,Sigma70,cirAp1,2246938.0,2246943.0,2246961.0,2246966.0
281,ECK120010114,1.0,3990999.0,Sigma70,cyaAp,3990987.0,3990992.0,3990964.0,3990969.0
