,TRANSCRIPTION_UNIT_ID,PROMOTER_ID,TRANSCRIPTION_UNIT_NAME,OPERON_ID,TU_POSLEFT,TU_POSRIGHT,TU_STRAND,POS_1
34,ECK120008947,ECK120010303,fur,ECK120029993,710118,710804,reverse,710723.0
35,ECK120008948,ECK120010675,cbl,ECK120014387,2059964,2060941,reverse,2060941.0
36,ECK120008949,ECK120009884,ftsAZ,ECK125108694,103511,106456,forward,103561.0
37,ECK120008950,ECK120010634,fliLMNOPQR,ECK120014391,2019595,2023678,forward,2019595.0
38,ECK120008951,ECK120009885,dctA,ECK120014392,3682161,3683612,reverse,3683498.0
39,ECK120008952,ECK120009886,flxA,ECK120014394,1646309,1646737,forward,1646388.0
40,ECK120008953,ECK120009897,nanATEK-yhcH,ECK120014405,3369014,3373691,reverse,3373620.0
41,ECK120008954,ECK120009899,asr,ECK120014408,1671254,1671720,forward,1671327.0
42,ECK120008955,ECK120009900,fxsA,ECK120014409,4368603,4369140,forward,4368603.0
43,ECK120008956,ECK120009901,pth-ychF,ECK120014412,1256721,1258542,reverse,1258542.0
44,ECK120008957,ECK120009902,ychF,ECK120014412,1256721,1257882,reverse,1257882.0
45,ECK120008958,ECK120009908,cusCFBA,ECK120014415,595510,601857,forward,595573.0
46,ECK120008959,ECK120009909,cusRS,ECK120014416,593328,595529,reverse,595462.0
47,ECK120008960,ECK120009911,iscRSUA,ECK120014418,2659563,2662264,reverse,2662199.0
48,ECK120008961,ECK120009914,gabDTP,ECK120034589,2791121,2795653,forward,2791172.0
49,ECK120008962,ECK120010635,glcDEFGBA,ECK120014421,3119597,3128259,reverse,3128076.0
50,ECK120008963,ECK120010636,glcC,ECK125109085,3128079,3129036,forward,3128206.0
51,ECK120008964,ECK120010473,osmY,ECK120014423,4610960,4612001,forward,4611153.0
52,ECK120008965,ECK120009915,rlmL-uup,ECK120026442,1007672,1011871,forward,1007672.0
53,ECK120008966,ECK120009918,gcd,ECK120014427,138801,141342,reverse,141263.0
54,ECK120008967,ECK120009922,ybjC-nfsA-rimK-ybjN,ECK120014429,890812,893433,forward,890892.0
55,ECK120008968,ECK120009923,rimK-ybjN,ECK120014429,891876,893433,forward,891876.0
56,ECK120008969,ECK120009924,gadX,ECK120033225,3664915,3666674,reverse,3665839.0
57,ECK120008970,ECK120009925,metNIQ,ECK120014431,220113,222747,reverse,222714.0
58,ECK120008971,ECK120009926,serA,ECK120014432,3057178,3058639,reverse,3058549.0
59,ECK120008972,ECK120009928,mhpABCDFE,ECK120014433,368413,374881,forward,368519.0
60,ECK120008973,ECK120009931,treR,ECK120014436,4466284,4467275,reverse,4467275.0
61,ECK120008974,ECK120009932,treR,ECK120014436,4466284,4467337,reverse,4467279.0
62,ECK120008975,ECK120009933,treR,ECK120014436,4466284,4467347,reverse,4467347.0
63,ECK120008976,ECK120010640,mgrB,ECK120014437,1908623,1908833,reverse,1908792.0
64,ECK120008977,ECK120009936,exbD,ECK120014440,3150552,3151445,reverse,3151390.0
65,ECK120008978,ECK120009937,fhuE,ECK120014441,1159325,1161666,reverse,1161647.0
66,ECK120008979,ECK120010403,gyrB,ECK120014442,3877705,3880266,reverse,3880150.0
67,ECK120008980,ECK120009938,sufABCDSE,ECK120014443,1758874,1764658,reverse,1764418.0
68,ECK120008981,ECK120010351,micF,ECK120014444,2312868,2313210,forward,2313084.0
69,ECK120008982,ECK120009941,isrC-flu,ECK125199569,2071310,2074658,forward,2071317.0
70,ECK120008983,ECK120010433,metJ,ECK125109100,4128078,4128558,reverse,4128558.0
71,ECK120008984,ECK120010432,metJ,ECK125109100,4128078,4128539,reverse,4128529.0
72,ECK120008985,ECK120010431,metJ,ECK125109100,4128078,4128466,reverse,4128466.0
73,ECK120008986,ECK120009942,amiA-hemF,ECK120014448,2552241,2554124,forward,2552241.0
74,ECK120008987,ECK120009943,hemF,ECK120014448,2553205,2554124,forward,2553205.0
75,ECK120008988,ECK120009948,chiA,ECK120014455,3467160,3469896,reverse,3469896.0
76,ECK120008989,ECK120009951,cydAB,ECK120014458,771110,774181,forward,771202.0
77,ECK120008990,ECK120009952,cydAB,ECK120014458,771110,774181,forward,771213.0
78,ECK120008991,ECK120009953,cydAB,ECK120014458,771225,774181,forward,771368.0
79,ECK120008992,ECK120009958,rrsB-gltT-rrlB-rrfB,ECK120023947,4166484,4171962,forward,4166484.0
80,ECK120008993,ECK120009966,bacA,ECK120015936,3203310,3204474,reverse,3204175.0
81,ECK120008994,ECK120010389,argR,ECK120020629,3384602,3385173,forward,3384602.0
82,ECK120008995,,asnW,ECK120015047,2058027,2058102,reverse,
83,ECK120008996,ECK120009973,argT-hisJQMP,ECK120015048,2423736,2428047,reverse,2427849.0
84,ECK120008997,ECK120009975,yeaGH,ECK120015050,1866815,1870238,forward,1866815.0
85,ECK120008998,ECK120009976,yhdWXYZ,ECK120015051,3418838,3423194,forward,3418972.0
86,ECK120008999,ECK120009977,ddpXABCDF,ECK120015052,1557112,1563224,reverse,1563107.0
87,ECK120009001,,ydcSTUV-patD,ECK125162044,1511654,1517002,forward,
88,ECK120009002,ECK120009979,rutABCDEFG,ECK120016677,1068511,1074179,reverse,1074026.0
89,ECK120009003,ECK120009980,acs-yjcH-actP,ECK120021003,4283253,4287663,reverse,4287595.0
90,ECK120009004,ECK120009981,acs-yjcH-actP,ECK120021003,4283253,4287663,reverse,4287391.0
91,ECK120009005,ECK120010434,metBL,ECK120015057,4128572,4132267,forward,4128636.0
92,ECK120009006,ECK120009983,nhaAR,ECK120030765,17317,19620,forward,17317.0
93,ECK120009007,ECK120010554,proP,ECK120014950,4330274,4332004,forward,4330407.0
94,ECK120009008,ECK120009984,sra,ECK120015907,1555826,1556046,reverse,1556046.0
95,ECK120009009,ECK120010550,ftsQ,ECK125108694,102697,103985,forward,102742.0
96,ECK120009010,ECK120009987,fepDGC,ECK120014715,619384,622192,reverse,622192.0
97,ECK120009011,ECK120010676,csiE,ECK120015060,2665348,2666715,forward,2665401.0
98,ECK120009012,ECK120009988,csiD-lhgO-gabDTP,ECK120034589,2788848,2795653,forward,2788927.0
99,ECK120009013,ECK120009991,opgGH,ECK125165360,1109257,1113560,forward,1109257.0
100,ECK120009014,ECK120009993,bamC,ECK120034584,2597803,2599014,reverse,2599014.0
101,ECK120009015,ECK120009994,rfaD-waaFCL,ECK125160628,3793939,3798207,forward,3793939.0
102,ECK120009016,ECK120009995,rfaD-waaFCL,ECK125160628,3793896,3798207,forward,3793896.0
103,ECK120009017,ECK120009996,rfaD-waaFCL,ECK125160628,3793970,3798207,forward,3793970.0
104,ECK120009018,ECK120009999,fadD-sroD,ECK125095407,1888017,1889921,reverse,1889807.0
105,ECK120009019,ECK120010322,hemA-prfA-prmC,ECK120030549,1263645,1266927,forward,1263676.0
106,ECK120009020,ECK120010321,hemA,ECK120030549,1263583,1264970,forward,1263583.0
107,ECK120009021,ECK120010014,iclR,ECK120015075,4222804,4223714,reverse,4223652.0
108,ECK120009022,,secMA-mutT,ECK120015076,107705,111433,forward,
109,ECK120009023,ECK120010015,nagE,ECK120015081,703704,705965,forward,703840.0
110,ECK120009024,ECK120010021,norVW,ECK120015082,2832292,2835045,forward,2832439.0
111,ECK120009025,ECK120010023,garD,ECK120015084,3275282,3276853,forward,
112,ECK120009026,ECK120010024,gudPXD,ECK120015085,2918045,2922100,reverse,
113,ECK120009027,ECK120010025,mngAB,ECK120015086,765811,770611,forward,765811.0
114,ECK120009028,ECK120010026,rpiB,ECK120033183,4313257,4313827,forward,4313257.0
115,ECK120009029,ECK120010027,cdaR,ECK120015088,182447,183620,forward,182447.0
116,ECK120009030,ECK120010028,alsRBACE,ECK120015089,4307783,4313137,reverse,4313137.0
117,ECK120009031,ECK120010029,alsRBACE,ECK120015089,4307783,4313132,reverse,4313132.0
118,ECK120009032,ECK120010030,gntR,ECK120014768,3577622,3578818,reverse,3578818.0
119,ECK120009033,ECK120010031,gntR,ECK120014768,3577622,3578862,reverse,3578862.0
120,ECK120009034,ECK120010032,gntR,ECK120014768,3577622,3578880,reverse,3578880.0
121,ECK120009035,ECK120011019,recAX,ECK120014875,2822139,2823848,reverse,2823819.0
122,ECK120009036,ECK120010033,galETKM,ECK120014842,787797,792177,reverse,792177.0
123,ECK120009037,ECK120010034,dcuB-fumB,ECK120014710,4345631,4349162,reverse,4349091.0
124,ECK120009038,ECK120010035,znuCB,ECK120015090,1942613,1944199,forward,1942634.0
125,ECK120009039,ECK120010036,zntA,ECK120015091,3606387,3608649,forward,3606422.0
126,ECK120009040,ECK120010964,znuA,ECK120015093,1941651,1942661,reverse,1942661.0
127,ECK120009041,ECK120010038,idnK,ECK120015094,4494466,4495186,forward,4494597.0
128,ECK120009042,ECK120010039,idnDOTR,ECK120015095,4490141,4494553,reverse,4494435.0
129,ECK120009043,ECK120010040,lacZYA,ECK120014850,361140,366415,reverse,366358.0
130,ECK120009044,ECK120010041,lacZYA,ECK120014850,361140,366415,reverse,366365.0
131,ECK120009045,ECK120010042,lacZYA,ECK120014850,361140,366377,reverse,366377.0
132,ECK120009046,ECK120010312,ompA,ECK120014862,1019013,1020187,reverse,1020187.0
133,ECK120009047,ECK120010043,csrB,ECK120015096,2924156,2924716,reverse,2924524.0
134,ECK120009048,ECK120010359,crr,ECK120014520,2535610,2536380,forward,2535610.0
135,ECK120009049,ECK120010044,nrdDG,ECK120015097,4459900,4462909,reverse,4462838.0
136,ECK120009050,ECK120010358,crr,ECK120014520,2535480,2536380,forward,2535480.0
137,ECK120009051,ECK120010045,bglGFB,ECK120015098,3902249,3906856,reverse,3906697.0
138,ECK120009052,ECK120010046,csrC,ECK120015099,4050837,4051280,forward,4051036.0
139,ECK120009053,ECK120010047,gabDTP,ECK120034589,2790912,2795653,forward,2790912.0
140,ECK120009054,,gntRKU,ECK120014768,3575688,3578726,reverse,
141,ECK120009055,ECK120010052,idnR,ECK120015095,4490141,4491182,reverse,4491182.0
142,ECK120009056,ECK120010053,gntT,ECK120014769,3546323,3547875,forward,3546449.0
143,ECK120009057,ECK120010054,gntT,ECK120014769,3546323,3547875,forward,3546446.0
144,ECK120009058,ECK120010055,gntP,ECK120015106,4549922,4551494,reverse,4551334.0
145,ECK120009059,ECK120010056,yhgH-nfuA,ECK125272744,3544615,3546199,forward,3544667.0
146,ECK120009060,ECK120010057,ibpB,ECK120014677,3866469,3867018,reverse,3866981.0
147,ECK120009061,ECK120010058,groSL,ECK120030546,4370616,4372671,forward,4370616.0
148,ECK120009062,ECK120010059,uxaCA,ECK120015109,3241827,3244993,reverse,3244857.0
149,ECK120009063,ECK120010061,uxuR,ECK120015110,4554383,4555349,forward,4554458.0
150,ECK120009065,ECK120010062,metA,ECK120014855,4214159,4215209,forward,4214159.0
151,ECK120009066,,yjaB,ECK120015112,4213680,4214123,reverse,
152,ECK120009067,ECK120010064,uidABC,ECK120026438,1691586,1696313,reverse,1696152.0
153,ECK120009068,ECK120010065,uidR,ECK120015114,1696462,1697075,reverse,1697075.0
154,ECK120009069,ECK120010066,fusA-tufA,ECK120014637,3470145,3473685,reverse,3473685.0
155,ECK120009070,ECK120010067,ulaABCDEF,ECK120015116,4419856,4424386,forward,4419927.0
156,ECK120009071,ECK120010068,ulaG,ECK120015117,4418561,4419685,reverse,4419675.0
157,ECK120009072,ECK120010353,pdxB-usg-truA-dedA,ECK120015118,2434082,2437884,reverse,2437884.0
158,ECK120009073,ECK120010069,usg-truA-dedA,ECK120015118,2434082,2436890,reverse,2436890.0
159,ECK120009074,ECK120010354,flk,ECK120015119,2437912,2438945,forward,2437912.0
160,ECK120009075,ECK120010070,rsmA-apaGH,ECK125109837,50380,52588,reverse,52588.0
161,ECK120009076,ECK120010071,pdxA-rsmA-apaGH,ECK125109837,50380,53416,reverse,
162,ECK120009077,ECK120010072,apaGH,ECK125109837,50380,52034,reverse,52034.0
163,ECK120009078,ECK120010071,pdxA-rsmA,ECK125109837,51609,53416,reverse,
164,ECK120009079,ECK120010075,fadIJ,ECK120015120,2457015,2460535,reverse,2460511.0
165,ECK120009080,,ydiQRST-fadK,ECK120015121,1779617,1784677,forward,
166,ECK120009081,ECK120010077,osmF-yehYXW,ECK120030547,2215745,2219523,reverse,2219523.0
167,ECK120009082,ECK120010078,malZ,ECK120015123,422417,424553,forward,422495.0
168,ECK120009083,ECK120010079,aes,ECK120015124,498945,500051,reverse,500051.0
169,ECK120009084,ECK120010974,ynfEFGH-dmsD,ECK120015125,1657956,1665120,forward,1658003.0
170,ECK120009085,ECK120010080,argG,ECK120015126,3318384,3319980,forward,3318562.0
171,ECK120009086,ECK120010081,yicR-rpmBG-mutM,ECK120026420,3810343,3812577,reverse,3812577.0
172,ECK120009087,ECK120010082,mutM,ECK120026420,3810343,3811175,reverse,3811175.0
173,ECK120009088,ECK120010696,rpmBG-mutM,ECK120026420,3810343,3811995,reverse,3811995.0
174,ECK120009089,ECK120010083,mutY-yggX-mltC-nupG,ECK120014928,3102988,3106970,forward,3102988.0
175,ECK120009090,ECK120010084,mutY-yggX-mltC-nupG,ECK120014928,3102911,3106970,forward,3102911.0
176,ECK120009091,ECK120010085,yggX-mltC-nupG,ECK120014928,3103993,3106970,forward,3103993.0
177,ECK120009092,ECK120010083,mutY-yggX,ECK120014928,3102988,3104368,forward,3102988.0
178,ECK120009093,ECK120010083,mutY-yggX-mltC,ECK120014928,3102988,3105512,forward,3102988.0
179,ECK120009094,ECK120010085,yggX,ECK120014928,3103993,3104368,forward,3103993.0
180,ECK120009095,ECK120010085,yggX-mltC,ECK120014928,3103993,3105512,forward,3103993.0
181,ECK120009096,ECK120010081,yicR-rpmBG,ECK120026420,3811209,3812577,reverse,3812577.0
182,ECK120009097,ECK120034317,arcB,ECK120015127,3350689,3353049,reverse,3353049.0
183,ECK120009098,,mcrBC,ECK120015128,4576912,4579337,reverse,
184,ECK120009099,ECK120010088,pspG,ECK120015129,4262721,4263082,forward,4262816.0
185,ECK120009100,ECK120010089,gadY,ECK120014954,3664804,3664968,forward,3664864.0
186,ECK120009101,ECK120010084,mutY-yggX,ECK120014928,3102911,3104368,forward,3102911.0
187,ECK120009102,ECK120010084,mutY-yggX-mltC,ECK120014928,3102911,3105512,forward,3102911.0
188,ECK120009103,,menBCE,ECK120034519,2373648,2376819,reverse,
189,ECK120009104,,ubiEJB,ECK125165363,4018855,4021866,forward,
190,ECK120009105,ECK120010124,glnA,ECK120014843,4055990,4058304,reverse,4058222.0
191,ECK120009106,ECK120010268,glnA,ECK120014843,4055990,4058255,reverse,4058107.0
192,ECK120009107,ECK120010763,serC,ECK120014644,957454,958741,forward,957595.0
193,ECK120009108,ECK120010395,ugpBAECQ,ECK120014957,3587370,3592439,reverse,3592378.0
194,ECK120009109,ECK120010396,ugpBAECQ,ECK120014957,3587370,3592463,reverse,3592426.0
195,ECK120009110,ECK120010004,yidQ,ECK120026437,3867282,3868060,forward,3867544.0
196,ECK120009111,ECK120010218,aspA-dcuA,ECK120014476,4365472,4368551,reverse,4368432.0
197,ECK120009112,ECK120009985,entS,ECK120014959,622199,623550,forward,622258.0
198,ECK120009113,ECK120009986,entS,ECK120014959,622253,623550,forward,622253.0
199,ECK120009114,ECK120010091,gcvB,ECK120014960,2942624,2942900,forward,2942696.0
200,ECK120009116,ECK120010387,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,ECK125095173,3308999,3318379,reverse,3318297.0
201,ECK120009117,ECK120010980,tisB,ECK125095174,3853299,3853689,forward,3853337.0
202,ECK120009118,ECK120010003,yraP,ECK120026416,3296349,3296984,forward,3296349.0
203,ECK120009119,ECK120010005,ytfJ,ECK120026436,4438708,4439286,reverse,4439286.0
204,ECK120009120,,ybhK,ECK120014966,815739,816647,reverse,
205,ECK120009121,ECK120010276,folA,ECK120014967,49642,50302,forward,49799.0
206,ECK120009122,ECK120010450,valS,ECK120034093,4480932,4483927,reverse,4483927.0
207,ECK120009123,ECK120010680,gltX,ECK120014973,2519208,2520858,reverse,2520730.0
208,ECK120009124,ECK120010325,rimL,ECK120014975,1498743,1499477,forward,1498743.0
209,ECK120009125,ECK120010289,pepD,ECK120014979,254259,255776,reverse,255776.0
210,ECK120009126,ECK120010717,blc,ECK120014985,4377189,4377745,reverse,4377745.0
211,ECK120009127,ECK120010428,cdh,ECK120014986,4109907,4110730,forward,4109907.0
212,ECK120009128,ECK120010540,cspD,ECK120014987,922366,922818,reverse,922676.0
213,ECK120009129,ECK120010401,cysE,ECK120014988,3781741,3782681,reverse,3782681.0
214,ECK120009130,ECK120010684,hemN,ECK120014991,4051943,4053418,forward,4051943.0
215,ECK120009131,ECK120010333,katE,ECK120014993,1813809,1816282,forward,1813814.0
216,ECK120009132,ECK120010328,lpp,ECK120014995,1757383,1757657,forward,1757383.0
217,ECK120009133,ECK120010422,rep,ECK120014997,3960647,3962698,forward,3960647.0
218,ECK120009134,ECK120010347,sbcB,ECK120014999,2082728,2084183,forward,2082728.0
219,ECK120009135,ECK120010364,ung,ECK120015001,2716650,2717443,forward,2716738.0
220,ECK120009136,ECK120010679,gltX,ECK120014973,2519208,2520776,reverse,2520776.0
221,ECK120009137,ECK120010678,gltX,ECK120014973,2519208,2520784,reverse,2520784.0
222,ECK120009138,ECK120010443,ssb,ECK120014878,4273931,4274661,forward,4274080.0
223,ECK120009139,ECK120010444,ssb,ECK120014878,4273931,4274661,forward,4274092.0
224,ECK120009141,ECK120010094,kbaZ-agaVWA,ECK120026434,3278781,3281625,forward,3278866.0
225,ECK120009142,ECK120010095,agaR,ECK120015006,3277856,3278732,reverse,3278703.0
226,ECK120009143,ECK120010096,agaS-kbaY-agaBCDI,ECK120026435,3281605,3287025,forward,3281889.0
227,ECK120009144,ECK120010376,speB,ECK120014749,3082877,3083946,reverse,3083946.0
228,ECK120009145,ECK120010638,ssuEADCB,ECK120015010,993277,997746,reverse,997563.0
229,ECK120009146,ECK120010452,ytjB-lplA,ECK120028075,4623101,4624799,reverse,4624799.0
230,ECK120009147,ECK120010342,tyrP,ECK120014897,1989502,1990892,forward,1989502.0
231,ECK120009148,ECK120010281,aceEF,ECK120023950,122883,127619,forward,122969.0
232,ECK120009149,ECK120010416,atpBEFHAGDC,ECK120014782,3915508,3922270,reverse,3922270.0
233,ECK120009150,ECK120010415,atpBEFHAGDC,ECK120014782,3915508,3922134,reverse,3922134.0
234,ECK120009152,ECK120010451,deoBD,ECK120014836,4619567,4621659,forward,4619567.0
235,ECK120009153,ECK120010286,dnaQ,ECK120015012,235934,236798,forward,235934.0
236,ECK120009154,ECK120010287,dnaQ,ECK120015012,236017,236798,forward,236017.0
237,ECK120009155,ECK120010307,glnHPQ,ECK120014722,845741,848198,reverse,848198.0
238,ECK120009156,ECK120010349,hisBHAFI,ECK120016918,2093360,2097225,forward,2093360.0
239,ECK120009157,ECK120010421,ilvA,ECK125095175,3955235,3957123,forward,3955235.0
240,ECK120009158,ECK120010301,umpH,ECK125162049,699574,700352,reverse,700352.0
241,ECK120009159,ECK120010366,pheLA,ECK120014612,2737579,2738940,forward,2737579.0
242,ECK120009160,ECK120010385,pnp,ECK125095173,3308999,3311326,reverse,3311326.0
243,ECK120009161,ECK120010330,rplT,ECK120023622,1799363,1799763,reverse,1799763.0
244,ECK120009163,ECK120010386,rpsO-pnp,ECK125095173,3308999,3311786,reverse,3311786.0
245,ECK120009164,ECK120010340,ruvAB,ECK120014640,1944219,1946098,reverse,1946016.0
246,ECK120009165,ECK120010375,ptrA,ECK120028072,2955996,2959011,reverse,2959011.0
247,ECK120009166,ECK120010288,rnhA,ECK120015014,235535,236041,reverse,236041.0
248,ECK120009167,ECK120010344,uvrYC,ECK120015003,1992874,1995545,reverse,1995406.0
249,ECK120009168,ECK120010449,valS,ECK120034093,4480932,4483919,reverse,4483919.0
250,ECK120009169,ECK120010305,sdhDAB,ECK125095402,755380,758450,forward,755404.0
251,ECK120009170,ECK120010098,cstA,ECK120015015,629873,632091,forward,629873.0
252,ECK120009171,ECK120010099,cstA,ECK120015015,629864,632091,forward,629864.0
253,ECK120009172,ECK120010100,cstA,ECK120015015,629755,632091,forward,629855.0
254,ECK120009173,ECK120010278,ilvIH,ECK120014892,85453,87848,forward,85453.0
255,ECK120009174,ECK120010277,ilvIH,ECK120014892,85420,87848,forward,85420.0
256,ECK120009175,ECK120010279,ilvIH,ECK120014892,85341,87848,forward,85540.0
257,ECK120009176,ECK120010394,yhfG-fic-pabA,ECK120014456,3490266,3491648,reverse,3491648.0
258,ECK120009177,ECK120010363,lepAB,ECK120014817,2704335,2707196,reverse,2707196.0
259,ECK120009178,ECK120009919,gcd,ECK120014427,138801,141279,reverse,141279.0
260,ECK120009179,ECK120010442,rpoBC,ECK120016992,4181063,4189613,forward,4181063.0
261,ECK120009181,ECK120010106,hcp-hcr,ECK125272734,911182,913961,reverse,913845.0
262,ECK120009182,ECK120010426,uvrD,ECK120014883,3997971,4000177,forward,3997971.0
263,ECK120009183,ECK120010306,uvrB,ECK120014882,813152,815547,forward,813152.0
264,ECK120009185,ECK120010446,yzfA,ECK120016668,4447976,4448294,reverse,4448294.0
265,ECK120009186,ECK120009842,galR,ECK120015025,2976569,2977630,forward,2976569.0
266,ECK120009187,ECK120009843,lpxL,ECK120023965,1115662,1116709,reverse,1116709.0
267,ECK120009188,ECK120009844,yceA,ECK120015027,1116772,1117859,forward,1116772.0
268,ECK120009189,ECK120009845,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694,89546,107474,forward,89596.0
269,ECK120009190,ECK120009846,sohB,ECK120015028,1329284,1330381,forward,1329284.0
270,ECK120009191,ECK120009847,sohB,ECK120015028,1329291,1330381,forward,1329301.0
271,ECK120009192,ECK120009848,mpl,ECK120015029,4455680,4457158,forward,4455728.0
272,ECK120009193,ECK120009849,mpl,ECK120015029,4455760,4457158,forward,4455760.0
273,ECK120009194,ECK120010987,aceBAK,ECK120015031,4215227,4220332,forward,4215402.0
274,ECK120009195,ECK120010107,alkA,ECK120015032,2146692,2147613,reverse,2147559.0
275,ECK120009196,ECK120010988,araC,ECK120015033,70110,71265,forward,70241.0
276,ECK120009197,ECK120010989,argCBH,ECK120015034,4154873,4158223,forward,4154885.0
277,ECK120009198,ECK120010990,argF,ECK120015035,289301,290371,reverse,290340.0
278,ECK120009199,ECK120010991,argI,ECK120015036,4477307,4478375,reverse,4478344.0
279,ECK120009200,ECK120010110,argR,ECK120020629,3384641,3385173,forward,3384677.0
280,ECK120009201,ECK120010992,aroF-tyrA,ECK120015038,2738912,2741314,reverse,2741201.0
281,ECK120009202,ECK120010993,aroG,ECK120014830,785544,786821,forward,785591.0
282,ECK120009203,ECK120010994,aroH,ECK120014831,1788272,1789510,forward,1788318.0
283,ECK120009204,ECK120010995,aroL-yaiA-aroM,ECK120014832,406226,408105,forward,406280.0
284,ECK120009205,ECK120010996,aroP,ECK120014477,120144,121857,reverse,121671.0
285,ECK120009206,ECK120010997,bioA,ECK120014833,807968,809302,reverse,809292.0
286,ECK120009207,ECK120010112,cirA,ECK120014834,2244778,2246973,reverse,2246942.0
287,ECK120009208,ECK120010113,cirA,ECK120014834,2244778,2246973,reverse,2246929.0
288,ECK120009209,ECK120010114,cyaA,ECK120014835,3990986,3993699,forward,3990999.0
289,ECK120009210,ECK120010115,deoCABD,ECK120014836,4616063,4621659,forward,4616679.0
290,ECK120009211,ECK120010116,deoCABD,ECK120014836,4616383,4621659,forward,4617278.0
291,ECK120009212,ECK120010117,dmsABC,ECK120014367,940775,944896,forward,940823.0
292,ECK120009213,ECK120010999,fhuACDB,ECK120014837,167430,173444,forward,167442.0
293,ECK120009214,ECK120010118,dusB-fis,ECK120014838,3409983,3411626,forward,3410246.0
294,ECK120009215,ECK120010119,fnr,ECK120014839,1398774,1399663,reverse,1399552.0
295,ECK120009216,ECK120010120,frdABCD,ECK120014840,4378966,4382524,reverse,4382412.0
296,ECK120009217,ECK120010121,galS,ECK120014841,2240628,2241779,reverse,2241710.0
297,ECK120009218,ECK120010122,galETKM,ECK120014842,787763,792149,reverse,792081.0
298,ECK120009219,ECK120010123,galETKM,ECK120014842,787797,792149,reverse,792086.0
