index,TF,Organism,Strain,Media,Supplement,genome_id,organism_id,num_binding_sites,num_samples,num_cond,project,binding tables,curated information,accession,doi,peak_intensity_measure,Method,TF Category,PMID,Media_new,Supplement_new,Contents,Additional_Info,Motif_Available?,Motif_Parameters,Note,BWcond1_1_name,BWcond1_1,BWcond1_2_name,BWcond1_2,BWcond2_1_name,BWcond2_1,BWcond2_2_name,BWcond2_2,BWcond3_1_name,BWcond3_1,BWcond3_2_name,BWcond3_2,BWcond4_1_name,BWcond4_1,BWcond4_2_name,BWcond4_2
0,FleQ,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|fleq_LB_binding_table.json,True,GSE128430,https://doi.org/10.1038/s41467-019-10778-w,MACS fold enrichment,ChIP-seq,1 – Single TF,31270321.0,LB (Luria-Bertani) broth,,"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}",The P. aeruginosa PAO1 strain and its derivatives were grown at 37 °C in LB (Luria-Bertani) broth with shaking at 220 rpm or on LB agar plates.,yes,not available,,R1,SRR8742210.bw,R2,SRR8742211.bw,,,,,,,,,,,,
1,GbdR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|gbdr_LB_binding_table.json,True,GSE128430,https://doi.org/10.1038/s41467-019-10778-w,MACS fold enrichment,ChIP-seq,1 – Single TF,31270321.0,LB (Luria-Bertani) broth,,"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}",The P. aeruginosa PAO1 strain and its derivatives were grown at 37 °C in LB (Luria-Bertani) broth with shaking at 220 rpm or on LB agar plates.,yes,not available,,R1,SRR8742212.bw,R2,SRR8742213.bw,,,,,,,,,,,,
2,PchR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|pchr_LB_binding_table.json,True,GSE128430,https://doi.org/10.1038/s41467-019-10778-w,MACS fold enrichment,ChIP-seq,1 – Single TF,31270321.0,LB (Luria-Bertani) broth,,"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}",The P. aeruginosa PAO1 strain and its derivatives were grown at 37 °C in LB (Luria-Bertani) broth with shaking at 220 rpm or on LB agar plates.,yes,not available,,R1,SRR8742214.bw,R2,SRR8742215.bw,,,,,,,,,,,,
3,PhoB,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|phob_LB_binding_table.json,True,GSE128430,https://doi.org/10.1038/s41467-019-10778-w,MACS fold enrichment,ChIP-seq,1 – Single TF,31270321.0,LB (Luria-Bertani) broth,,"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}",The P. aeruginosa PAO1 strain and its derivatives were grown at 37 °C in LB (Luria-Bertani) broth with shaking at 220 rpm or on LB agar plates.,yes,not available,,R1,SRR8742216.bw,R2,SRR8742217.bw,,,,,,,,,,,,
4,SphR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|sphr_LB_binding_table.json,True,GSE128430,https://doi.org/10.1038/s41467-019-10778-w,MACS fold enrichment,ChIP-seq,1 – Single TF,31270321.0,LB (Luria-Bertani) broth,,"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}",The P. aeruginosa PAO1 strain and its derivatives were grown at 37 °C in LB (Luria-Bertani) broth with shaking at 220 rpm or on LB agar plates.,yes,not available,,R1,SRR8742218.bw,R2,SRR8742219.bw,,,,,,,,,,,,
5,MvfR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|mvfr_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776542.bw,R2,SRR1776543.bw,,,,,,,,,,,,
6,SoxR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|soxr_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776544.bw,R2,SRR1776545.bw,,,,,,,,,,,,
7,RpoN,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|rpon_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776546.bw,R2,SRR1776547.bw,,,,,,,,,,,,
8,Vfr,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|vfr_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776548.bw,R2,SRR1776549.bw,,,,,,,,,,,,
9,AlgR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|algr_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/mL); tetracycline (150 μg/mL); carbenicillin (500 μg/mL),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776550.bw,R2,SRR1776551.bw,,,,,,,,,,,,
10,ExsA,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|exsa_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776552.bw,R2,SRR1776553.bw,,,,,,,,,,,,
11,GacA,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|gaca_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776554.bw,R2,SRR1776555.bw,,,,,,,,,,,,
12,MexT,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|mext_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776558.bw,R2,SRR1776559.bw,,,,,,,,,,,,
13,WspR,Pseudomonas aeruginosa,PAO1,LB,--,NC_002516.2,p_aeruginosa,,2,1,public_data,LB|wspr_LB_binding_table.json,True,GSE65356,https://doi.org/10.1093/nar/gkv747,MACS fold enrichment,ChIP-seq,1 – Single TF,26206672.0,LB (Luria-Bertani) broth,gentamicin (50 μg/ml); tetracycline (150 μg/ml); carbenicillin (500 μg/ml),"{LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","The P. aeruginosa PAO1 strain and derivatives were grown at 37°C on LB agar plates or in LB broth with shaking at 200 rpm. Antibiotics were used at the following concentrations: for Escherichia coli, gentamicin (39) at 15 μg/ml, ampicillin at 100 μg/ml and tetracycline 10 μg/ml; for P. aeruginosa, gentamicin (39) at 50 μg/ml in LB or 150 μg/ml in PIA (Pseudomonas Isolate Agar); tetracycline at 150 μg/ml in LB or 300 μg/ml in PIA; carbenicillin at 500 μg/ml in LB.",,,,R1,SRR1776560.bw,R2,SRR1776561.bw,,,,,,,,,,,,
0,HrdB,Streptomyces coelicolor,A3(2) M145,Na-glutamate medium,--,NC_003888.3,s_coelicolor,,3,1,public_data,MS|hrdb_MS_binding_table.json,True,E-MTAB-6926,https://doi.org/10.1093/nar/gky1018,MACS fold enrichment,ChIP-seq,1 – Single TF,30371884.0,Na-glutamate medium,trace element solution (8 mL/L); TMS1 (5.6 mL/L),FILL,"For ChIP-seq analysis, spores stocks were prepared by harvesting them from agar plates grown for 10 days. Following the procedure described in Nieselt et al. (23), we inoculated thawed spore stock (2,5*10∧9/ml CFU—typically 3 ml) to 100 ml 2YT medium (bacto tryptone, 16 g/l; bacto-yeast extract, 10 g/l; NaCl, 5 g/l) to 500 ml Erlenmeyer’s flask (customised to enable aeration) and germinated at 30°C for 5 h. The germinated spores were harvested by centrifugation (3200 × g, 15°C, 5 min) and resuspended in 5 ml ion-free water. Then they were inoculated into an 1.8l Na-glutamate medium (Na-glutamate, 61 g/l; glucose monohydrate, 44 g/l; MgSO4, 2.0 mM; Na2HPO4, 2.3 mM; KH2PO4, 2.3 mM) supplemented with 8 ml/l of trace element solution (ZnSO4 x 7 H2O, 0.1 g/l; FeSO4 × 7 H2O, 0.1 g/l; MnCl2 × 4 H2O, 0.1 g/l, CaCl2 × 6H2O,0,1 g/l, NaCl 0,1 g/l) (22) and 5.6 ml/l of TMS1 (FeSO4 × 7 H2O, 5 g/l; CuSO4 × 5 H2O, 390 mg/l; ZnSO4 × 7H2O, 440 mg/l; MnSO4 × H2O, 150 mg/l; Na2MoO4 × 2H2O, 10 mg/l; CoCl2 × 6 H2O, 20 mg/l; HCl, 50ml/l). Cultivation was conducted at 30°C at 250 RPM and pH of 7 was maintained during growth. Samples for the ChIP-seq analysis were collected after 22 h (equivalent to exponential phase) of growth (23).",,,,R1,ERR2639621.bw,R2,ERR2639622.bw,,,,,,,,,,,,
1,NdgR,Streptomyces coelicolor,A3(2) M145,minimal media,--,NC_003888.3,s_coelicolor,,1,1,public_data,minimal-media|ndgr_minimal-media_binding_table.json,True,GSE59010,https://doi.org/10.1186/s12864-015-1311-0,MACS fold enrichment,ChIP-seq,1 – Single TF,25766138.0,Solid minimal media,,"{Solid minimal media: {0.05% K2HPO4, 0.02% MgSO4 · 7H2O, 0.001% FeSO4 · 7H2O, 2.2% agar, 0.05% L-asparagine, 1% N-acetylglucosamine}}","All strains used are S. coelicolor A3 (2) M145 and E. coli K-12 MG1655 and its derivatives. For the ChIP experiments, strain expressing 6× myc-tagged NdgR constructed previously [21] was grown on solid minimal media composed of 0.05% (w/w) K2HPO4, 0.02% MgSO4 · 7H2O, 0.001% FeSO4 · 7H2O, 2.2% agar, 0.05% L-asparagine, and 1% N-acetylglucosamine",,,,R1,SRR1503874.bw,,,,,,,,,,,,,,
2,ScbR,Streptomyces coelicolor,A3(2) M145,SMM,--,NC_003888.3,s_coelicolor,,1,1,public_data,SMM|scbr_SMM_binding_table.json,True,GSE64903,https://doi.org/10.1038/srep14831,MACS fold enrichment,ChIP-seq,1 – Single TF,26442964.0,SMM (Supplemented liquid minimal media),,"{SMM: {81.9 mL PEG 6000 (BDH 6.1% w/v in distilled water), 2.5 mL Mg2SO4.7H2O - 5mM final, 10 mL TES bugger (0.25M, pH 7.2) - 25mM final, 1 mL NaH2PO4 + K2HPO4 (50mM each) - 1mM final,  2 mL glucose (50% w/v), 1 mL Antifoam 289 (Sigma A 5551)(1% w/v), 0.1 mL Trace element solution (0.1g/L of each: ZnSO4.7H2O, FeSO4.7H2O, MnCl2.4H2O, CaCl2.6H2O, NaCl), 1 mL Difco Casaminoacids (20% w/v), 25 ml/L Glycine (0.5% final)}","S. coelicolor strains were incubated on MS solid medium for sporulation and Gus reporter assay. They were grown in liquid SMM medium at 30 °C for western blotting, antibiotic production, ChIP and microarray experiments.",,,,R1,SRR1752661.bw,,,,,,,,,,,,,,
3,ScbR2,Streptomyces coelicolor,A3(2) M145,SMM,--,NC_003888.3,s_coelicolor,,1,1,public_data,SMM|scbr2_SMM_binding_table.json,True,GSE64903,https://doi.org/10.1038/srep14831,MACS fold enrichment,ChIP-seq,1 – Single TF,26442964.0,SMM (Supplemented liquid minimal media),,"{SMM: {81.9 mL PEG 6000 (BDH 6.1% w/v in distilled water), 2.5 mL Mg2SO4.7H2O - 5mM final, 10 mL TES bugger (0.25M, pH 7.2) - 25mM final, 1 mL NaH2PO4 + K2HPO4 (50mM each) - 1mM final,  2 mL glucose (50% w/v), 1 mL Antifoam 289 (Sigma A 5551)(1% w/v), 0.1 mL Trace element solution (0.1g/L of each: ZnSO4.7H2O, FeSO4.7H2O, MnCl2.4H2O, CaCl2.6H2O, NaCl), 1 mL Difco Casaminoacids (20% w/v), 25 ml/L Glycine (0.5% final)}","S. coelicolor strains were incubated on MS solid medium for sporulation and Gus reporter assay. They were grown in liquid SMM medium at 30 °C for western blotting, antibiotic production, ChIP and microarray experiments.",,,,R1,SRR1752662.bw,,,,,,,,,,,,,,
0,AmrZ,Pseudomonas fluorescens,F113,SA (low Fe),--,NC_016830.1,p_fluorescens,,1,1,public_data,NA,False,SRP039494,https://doi.org/10.1186/1471-2164-15-237,,ChIP-seq,1 – Single TF,24670089.0,SA medium or LB (Luria-Bertani) medium,"IPTG [Isopropyl-β-D-Thiogalactopyranoside] (1 mM), FeCl3 (100 μM) - SA media only","{SA: {}, LB: {1% NaCl, 1% tryptone, 0.5% yeast extract}}","P. fluorescens strains were grown in SA medium (described as low-Fe medium in [42]) or LB medium [43] at 28°C; solid growth medium contained 1.5% (w/v) purified agar. When necessary, SA medium was supplemented with 100 μM FeCl3. Escherichia coli strains were grown in LB medium at 37°C. The following antibiotics were used, when required, at the indicated concentrations: rifampicin (Rif), 100 μg/mL; ampicillin (Amp), 100 μg/mL; kanamycin (Km), 25 μg/mL for E. coli or 50 μg/mL for P. fluorescens. ... P. fluorescens F113 strain harbouring the plasmid expressing either the N-terminal fusion protein HA-AmrZ or the C-terminal fusion protein AmrZ-HA was induced for 3 h with 1 mM IPTG.",,,,R1,SRR1184483.bw,,,,,,,,,,,,,,
0,Lsr2,Streptomyces venezuelae,ATCC 10712,MS,--,NC_018750.1,s_venezuelae,,2,1,public_data,MS|lsr2_MS_binding_table.json,True,GSE115439,https://doi.org/10.7554/eLife.47691,Fold difference,ChIP-seq,1 – Single TF,31215866.0,MYM (maltose-yeast extract-mannitol) medium,,"{MYM: {4g/L Maltose, 4g/L Yeast Extract Oxoid, 10g/L Malt Extract, 500mL/L Tap Water, 500mL/L dH2O)","Each culture was then grown in 300 mL MYM cultures in duplicate. After 18 hr, the density at OD450 was measured and the developmental progression of each strain was monitored by light microscopy. A 1 mL sample was then taken for immunoblot analysis, and an 80 mL sample was transferred to a sterile flask. Formaldehyde was added to a final concentration of 1% (vol/vol) to cross-link protein to DNA, after which cultures were incubated for a further 30 min. Glycine was then added to a final concentration of 125 mM.",,,,R1,SRR7282569.bw,R2,SRR7282569.bw,,,,,,,,,,,,
