,binding_width
543,46
544,49
545,5
546,24
547,22
548,45
549,34
550,51
551,36
552,40
553,46
554,46
555,50
556,43
557,40
558,45
559,45
560,49
561,43
562,50
563,51
564,44
565,43
566,47
567,51
568,52
569,48
570,45
571,49
572,50
573,42
574,49
575,47
576,39
577,52
578,45
579,42
580,37
581,44
582,36
583,51
584,45
585,42
586,49
587,25
588,23
589,46
590,33
591,50
592,47
593,43
594,42
595,45
596,45
597,44
598,45
599,46
600,43
601,52
602,49
603,49
604,41
605,37
606,47
607,50
608,41
609,50
610,49
611,44
612,43
613,33
614,38
615,40
616,42
617,43
618,39
619,3
620,45
621,52
622,48
623,44
624,48
625,43
626,45
627,32
628,47
629,31
630,45
631,52
632,42
633,48
634,48
635,23
636,46
637,50
638,45
639,51
640,47
641,43
642,41
643,47
644,44
645,3
646,46
647,46
648,36
649,51
650,49
651,47
652,40
653,17
654,49
655,50
656,45
657,35
658,35
659,14
660,29
661,5
662,52
663,7
664,49
665,48
666,36
667,32
668,49
669,41
670,15
671,46
672,44
673,50
674,46
675,50
676,5
677,40
678,49
679,45
680,34
681,39
682,48
683,46
684,37
685,37
686,28
687,49
688,49
689,31
690,44
691,48
692,45
693,49
694,37
695,47
696,41
697,36
698,13
699,51
700,47
701,39
702,48
703,49
704,45
705,40
706,50
707,47
708,50
709,51
710,50
711,41
712,3
