,binding_width
1005,31
1006,33
1007,27
1008,16
1009,29
1010,32
1011,38
1012,5
1013,42
1014,41
1015,24
1016,34
1017,25
1018,26
1019,35
1020,35
1021,29
1022,20
1023,46
1024,25
1025,27
1026,42
1027,27
1028,32
1029,26
1030,28
1031,31
1032,22
1033,34
1034,32
1035,18
1036,28
1037,32
1038,22
1039,29
1040,33
1041,33
1042,30
1043,25
1044,33
1045,23
1046,27
1047,28
1048,28
1049,33
1050,28
1051,28
1052,37
1053,30
1054,27
1055,35
1056,26
1057,23
1058,28
1059,11
1060,30
1061,33
1062,31
1063,24
1064,28
1065,19
1066,21
1067,28
1068,30
1069,24
1070,24
1071,40
1072,25
1073,35
1074,19
1075,30
1076,30
1077,27
1078,23
1079,27
1080,36
1081,31
1082,19
1083,30
1084,31
1085,35
1086,27
1087,30
1088,27
1089,27
1090,29
1091,29
1092,32
1093,23
1094,34
1095,30
1096,20
1097,34
1098,17
1099,30
1100,28
1101,33
1102,32
1103,31
1104,39
1105,12
1106,25
1107,31
1108,31
1109,27
1110,28
1111,18
1112,32
1113,30
1114,27
1115,18
1116,21
1117,16
1118,26
1119,17
1120,17
1121,32
1122,24
1123,30
1124,31
1125,30
1126,39
1127,43
1128,24
1129,32
1130,30
1131,31
1132,26
1133,31
1134,31
