,binding_width
255,32
256,31
257,24
258,24
259,31
260,38
261,31
262,29
263,24
264,10
265,32
266,33
267,29
268,18
269,27
270,29
271,4
272,38
273,29
274,36
275,28
276,29
277,25
278,32
279,32
280,33
281,27
282,25
283,24
284,28
285,37
286,26
287,42
288,28
289,18
290,39
291,28
292,35
293,32
294,30
295,38
296,33
297,28
298,41
299,27
300,39
301,23
302,26
303,41
304,41
305,26
306,26
307,22
308,35
309,13
310,21
311,30
312,31
313,32
314,30
315,20
316,10
317,38
318,31
319,33
320,27
321,29
322,23
323,31
324,12
325,38
326,24
327,24
328,33
329,35
330,36
331,34
332,30
333,26
334,32
335,39
336,30
337,22
338,36
339,26
340,19
341,30
342,30
343,45
344,31
345,23
346,31
347,34
348,13
349,38
350,29
351,37
352,34
353,50
354,13
355,5
356,25
357,15
358,31
359,34
360,29
361,28
362,28
363,26
364,31
365,46
366,29
367,8
368,42
369,26
370,29
371,34
372,29
373,31
374,27
375,14
376,13
377,40
378,30
379,10
380,31
381,23
382,34
383,35
384,31
385,35
386,32
387,23
388,15
389,42
390,36
391,32
392,32
393,30
394,22
395,34
396,13
397,28
398,36
399,30
400,25
401,30
402,38
403,14
404,30
405,38
406,26
407,30
408,34
409,32
410,34
411,41
412,26
413,38
414,21
415,31
416,30
417,27
418,34
419,8
420,12
421,27
422,13
423,24
424,26
425,28
426,28
427,9
428,32
429,29
430,51
431,10
432,32
433,29
434,31
435,15
436,8
437,8
438,27
439,52
440,30
441,9
442,10
443,14
444,36
445,28
446,8
447,12
448,33
449,10
450,31
451,28
452,26
453,29
454,27
455,51
456,30
457,33
458,35
459,27
460,33
461,24
462,8
463,26
464,37
465,33
466,28
467,31
468,33
469,33
470,34
471,32
472,32
473,25
474,31
475,27
476,31
477,33
478,31
479,30
480,12
481,23
482,31
483,10
484,37
485,36
486,15
487,33
488,20
489,33
490,27
491,24
492,30
493,41
494,29
495,26
496,33
497,29
498,15
499,23
500,5
501,45
502,14
503,31
504,33
505,13
506,31
507,8
508,34
509,43
510,30
511,34
512,36
513,30
514,21
515,38
516,13
517,29
518,29
519,38
520,36
521,15
522,15
523,33
524,15
525,31
526,27
527,29
528,18
529,33
530,34
531,32
532,32
533,29
534,39
535,36
536,34
537,31
538,37
539,30
540,37
541,19
542,30
543,32
544,34
545,29
546,30
547,33
548,5
549,32
550,30
551,29
552,48
553,25
554,37
555,32
556,33
557,30
558,31
559,30
560,30
561,29
562,21
563,36
564,36
565,23
566,30
567,11
568,30
569,29
570,24
571,25
572,31
573,5
574,25
575,29
576,24
577,34
578,21
579,8
580,23
581,30
582,40
583,30
584,30
585,26
586,13
587,35
588,32
589,38
590,33
591,34
592,31
593,40
594,31
595,33
596,38
597,31
598,31
599,33
600,32
601,37
602,15
603,25
604,38
605,41
606,31
607,35
608,32
609,3
610,51
611,13
612,25
613,33
614,27
615,27
616,30
617,32
618,26
619,5
620,30
621,41
622,38
623,32
624,38
625,33
626,35
627,23
628,40
629,30
630,31
631,8
632,33
633,35
634,10
635,39
636,31
637,36
638,49
639,50
640,49
641,48
642,48
643,29
644,40
645,22
646,30
647,15
648,37
649,32
650,22
651,34
652,36
653,29
654,35
655,15
656,30
657,29
658,32
659,25
660,22
661,28
662,29
663,21
664,29
665,37
666,46
667,23
668,30
669,35
670,17
671,24
672,29
673,28
674,26
675,50
676,34
677,27
678,27
679,15
680,32
681,31
682,31
683,42
684,40
685,27
686,14
687,37
688,35
689,38
690,34
691,34
692,31
693,36
694,28
695,13
696,33
697,22
698,5
699,27
700,30
701,8
702,41
703,31
704,29
705,33
706,32
707,30
708,29
709,29
710,35
711,28
712,27
713,40
714,30
715,27
716,22
717,35
718,33
719,5
720,10
721,39
722,31
723,28
724,28
725,29
726,3
727,30
728,34
729,32
730,30
731,38
732,10
733,32
734,31
735,31
736,24
737,26
738,30
739,40
740,33
741,32
742,31
743,15
744,25
745,29
746,33
747,30
748,31
749,31
750,14
751,30
752,25
753,35
754,28
755,28
756,26
757,29
758,26
759,30
760,30
761,33
762,32
763,29
764,36
765,32
766,29
767,39
768,31
769,31
770,29
771,35
772,32
773,25
774,28
775,38
776,30
777,34
778,34
779,40
780,27
781,25
782,51
783,38
784,29
785,35
786,32
787,26
788,33
789,28
790,33
791,25
792,11
793,30
794,29
795,45
796,32
797,34
798,31
799,33
800,32
801,41
802,30
803,30
804,39
805,30
806,33
807,8
808,37
809,31
810,27
811,32
812,34
813,29
814,38
815,37
816,36
817,41
818,23
819,29
820,30
821,28
822,30
823,14
824,14
825,21
826,36
827,34
828,26
829,32
830,29
831,32
832,31
833,26
834,12
835,29
836,27
837,37
838,32
839,35
840,33
841,33
842,30
843,38
844,31
845,34
846,17
847,22
848,13
849,37
850,7
851,27
852,31
853,7
854,35
855,32
856,24
857,40
858,36
859,26
860,28
861,13
862,30
863,38
864,26
865,33
866,31
867,30
868,28
869,31
870,32
871,32
872,26
873,46
874,5
875,25
876,34
877,30
878,32
879,29
880,29
881,11
882,30
883,31
884,37
885,36
886,30
887,30
888,30
889,36
890,9
891,28
892,32
893,9
894,28
895,33
896,16
897,27
898,38
899,29
900,31
901,18
902,3
903,13
904,31
905,34
906,31
907,34
908,29
909,29
910,26
911,9
912,26
913,33
914,10
915,40
916,40
917,13
918,12
919,46
920,27
921,30
922,24
923,32
924,44
925,29
926,30
927,27
928,31
929,37
930,28
931,32
932,25
933,34
934,21
935,36
936,44
937,40
938,30
939,25
940,32
941,39
942,25
943,30
944,8
945,35
946,35
947,32
948,38
949,31
950,25
951,12
952,11
953,34
954,30
955,37
956,32
957,19
958,40
959,32
960,40
961,31
962,27
963,39
964,31
965,27
966,31
967,37
968,24
969,13
970,27
971,42
972,33
973,28
974,34
975,31
976,33
977,35
978,37
979,34
980,35
981,33
982,31
983,34
984,11
985,27
