,binding_width
695,27
696,38
697,34
698,35
699,28
700,28
701,34
702,28
703,28
704,34
705,35
706,11
707,43
708,34
709,40
710,32
711,36
712,30
713,28
714,30
715,35
716,37
717,41
718,38
719,35
720,28
721,33
722,44
723,38
724,33
725,31
726,18
727,32
728,34
729,41
730,33
731,39
732,27
733,27
734,34
735,32
736,33
737,35
738,31
739,37
740,26
741,45
742,30
743,31
744,32
745,30
746,23
747,31
748,24
749,33
750,25
751,34
752,29
753,33
754,39
755,28
756,48
757,35
758,26
759,41
760,32
761,38
762,32
763,25
764,30
765,35
766,32
767,27
768,22
769,27
770,34
771,30
772,35
773,15
774,30
775,28
776,31
777,34
778,27
779,29
780,26
781,15
782,38
783,29
784,18
785,35
786,40
787,29
788,26
789,35
790,32
791,35
792,33
793,27
794,25
795,41
796,30
797,37
798,35
799,29
800,23
801,36
802,45
803,36
804,24
805,35
806,20
807,30
808,26
809,26
810,26
811,32
812,43
813,30
814,29
815,39
816,10
817,26
818,33
819,25
820,37
821,12
822,31
823,21
824,31
825,37
826,15
827,36
828,34
829,27
830,39
831,26
832,34
833,46
834,25
835,29
836,45
837,29
838,39
839,32
840,45
841,36
842,29
843,21
844,29
845,47
846,37
847,27
848,35
849,27
850,30
851,41
852,19
853,18
854,33
855,26
856,28
857,29
858,30
859,8
860,45
861,23
862,39
863,32
864,27
865,32
866,33
867,36
868,28
869,12
870,37
871,27
872,30
873,30
874,41
875,28
876,32
877,32
878,25
879,41
880,39
881,34
882,34
883,13
884,26
885,31
886,29
887,31
888,33
889,41
890,13
891,3
892,28
893,30
894,23
895,27
896,26
897,27
898,27
899,17
900,29
901,34
902,32
903,29
904,32
905,43
906,36
907,41
908,29
909,37
910,33
911,31
912,35
913,25
914,28
915,28
916,31
917,34
918,31
919,35
920,29
921,33
922,33
923,35
924,27
925,39
926,29
927,34
928,34
929,37
930,29
931,28
932,34
933,22
934,33
935,29
936,37
937,34
938,25
939,33
940,3
941,36
942,34
943,32
944,26
945,28
946,40
947,29
948,35
949,30
950,3
951,40
952,36
953,36
954,15
955,33
956,28
957,34
958,34
959,28
960,30
961,38
962,36
963,38
964,34
965,32
966,42
967,28
968,30
969,28
970,33
971,24
972,35
973,31
974,36
975,32
976,34
977,28
978,29
979,26
980,31
981,26
982,13
983,28
984,25
985,35
986,37
987,38
988,30
989,3
990,38
991,37
992,30
993,43
994,27
995,30
996,33
997,36
998,29
999,28
1000,34
1001,29
1002,26
1003,26
1004,26
1005,35
1006,27
1007,25
1008,33
1009,27
1010,35
1011,31
1012,13
1013,28
1014,27
1015,34
1016,30
1017,31
1018,45
1019,37
1020,42
1021,26
1022,27
1023,27
1024,31
1025,30
1026,25
1027,31
1028,34
1029,31
1030,30
1031,32
1032,28
1033,36
1034,29
1035,27
1036,30
1037,35
1038,26
1039,28
1040,23
1041,35
1042,35
1043,30
1044,35
1045,37
1046,32
1047,31
1048,33
1049,32
1050,24
1051,52
1052,28
1053,37
1054,30
1055,35
1056,32
1057,30
1058,29
1059,35
1060,36
1061,28
1062,33
1063,37
1064,29
1065,21
1066,31
1067,25
1068,29
1069,51
1070,35
1071,35
1072,35
1073,30
1074,33
1075,34
1076,23
1077,41
1078,31
1079,37
1080,31
1081,41
1082,39
1083,28
1084,40
1085,30
1086,26
1087,26
1088,40
1089,21
1090,28
1091,44
1092,25
1093,32
1094,24
1095,31
1096,39
1097,31
1098,30
1099,27
1100,33
1101,31
1102,27
1103,37
1104,36
1105,31
1106,32
1107,27
1108,35
1109,25
1110,27
1111,34
1112,29
1113,32
1114,20
1115,32
1116,32
1117,35
1118,41
1119,35
1120,27
1121,24
1122,29
1123,25
1124,40
1125,28
1126,38
1127,39
1128,30
1129,29
1130,25
1131,35
1132,34
1133,34
1134,34
1135,28
1136,32
1137,27
1138,28
1139,43
1140,42
1141,27
1142,29
1143,35
1144,30
1145,15
1146,26
1147,5
1148,27
1149,27
1150,42
1151,34
1152,36
1153,24
1154,31
1155,26
1156,35
1157,36
1158,22
1159,33
1160,27
1161,37
1162,35
1163,35
1164,24
1165,34
1166,48
1167,37
1168,32
1169,26
1170,36
1171,30
1172,11
1173,38
1174,25
1175,29
1176,33
1177,38
1178,14
1179,24
1180,34
1181,24
1182,32
1183,33
1184,10
1185,34
1186,36
1187,38
