"regulator","regulator_id","gene_id","gene_name","Pputida","source"
"AlgR","PP_0185","PP_0313","PP_0313","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0321","ltaE","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0335","PP_0335","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0349","PP_0349","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0362","bioB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0395","ycgB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0423","PP_0423","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0429","PP_0429","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0434","anmK","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0443","rplK","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0460","rpsC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0470","rplR","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0500","PP_0500","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0539","mtfA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0548","PP_0548","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0606","ispH","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0671","glyA-II","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0681","PP_0681","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0685","PP_0685","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0695","PP_0695","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0740","pplR1","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0744","hemH","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0761","rsmC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0762","hprA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0794","fruK","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0805","PP_0805","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0812","cyoA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0837","ycfJ","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0858","PP_0858","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0871","PP_0871","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0872","prfC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0881","dppB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0891","PP_0891","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0903","PP_0903","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0905","PP_0905","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0939","PP_0939","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0943","PP_0943","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0947","PP_0947","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0973","PP_0973","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0976","rlmF","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_0982","PP_0982","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1016","gtsB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1036","mltF","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1100","dcd","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1145","rapA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1181","PP_1181","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1182","PP_1182","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1220","tolR","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1258","prpA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1261","ghrB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1264","PP_1264","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1288","algD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1296","estB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1352","PP_1352","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1370","PP_1370","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1384","ttgC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1403","bglX","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1422","PP_1422","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1461","ffh","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1470","hom","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1497","PP_1497","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1506","adk","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1507","tsaB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1517","PP_1517","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1522","cspA-I","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1600","PP_1600","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1606","dnaEA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1610","pyrG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1625","fdxA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1631","PP_1631","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1639","PP_1639","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1640","yohC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1647","PP_1647","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1666","PP_1666","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1668","hda","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1672","cobO","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1686","PP_1686","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1737","PP_1737","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1763","yciK","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1876","PP_1876","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1897","PP_1897","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1908","PP_1908","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1986","leuD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1989","asd","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_1997","folC","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2090","cobA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2095","pyrD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2096","rlmKL","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2113","rlmM","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2117","pdxB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2310","PP_2310","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2331","PP_2331","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2360","PP_2360","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2408","czcC-II","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2442","PP_2442","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2471","ihfA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2478","PP_2478","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2687","PP_2687","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2805","ethA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2819","oprJ","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2922","PP_2922","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_2990","PP_2990","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3063","gpU","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3267","PP_3267","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3337","PP_3337","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3520","PP_3520","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3534","PP_3534","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3540","mvaB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3581","PP_3581","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3584","mdtB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3766","gloA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3767","PP_3767","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3805","yaiW","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3846","ramA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_3947","nicA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4007","infA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4013","PP_4013","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4059","treSB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4115","PP_4115","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4125","nuoH","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4150","yejF","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4178","PP_4178","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4187","lpdG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4190","sdhB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4209","pvdR","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4231","PP_4231","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4268","ybaB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4274","ligA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4300","ttuD","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4321","ccmG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4352","flhB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4359","fliL","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4368","fliG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4472","csrA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4515","PP_4515","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4520","PP_4520","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4526","PP_4526","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4555","PP_4555","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4563","PP_4563","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4572","PP_4572","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4657","ypfJ","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4665","PP_4665","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4679","ilvH","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4697","pcnB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4722","greA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4734","lldR","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4820","dusB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4826","cobJ","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4898","tsaE","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4946","putP","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_4998","pyrB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5026","opgG","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5040","fbp","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5079","aroK","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5245","PP_5245","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5279","PP_5279","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5313","hupA","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5336","purE","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5354","PP_5354","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"AlgR","PP_0185","PP_5420","atpI","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"PP_0204","PP_0204","PP_0204","PP_0204","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0205","PP_0205","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0206","PP_0206","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0207","PP_0207","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0208","PP_0208","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0209","tauB-I","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0210","PP_0210","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"PP_0204","PP_0204","PP_0211","PP_0211","TRUE","RegPrecise, http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulon.jsp?regulon_id=57421"
"GbdR","PP_0298","PP_0294","cbcV","FALSE","same operon with PP_0296"
"GbdR","PP_0298","PP_0295","cbcW","FALSE","same operon with PP_0296"
"GbdR","PP_0298","PP_0296","cbcX","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"GbdR","PP_0298","PP_0298","gbdR","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"GbdR","PP_0298","PP_0308","PP_0308","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w"
"GbdR","PP_0298","PP_0309","PP_0309","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w, same operon with dgcA"
"GbdR","PP_0298","PP_0310","dgcA","FALSE","P. aeruginosa, DOI:10.1128/JB.01055-13"
"GbdR","PP_0298","PP_0311","dgcB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w, P. aeruginosa, DOI:10.1128/JB.01055-13"
"GbdR","PP_0298","PP_0312","PP_0312","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w, same operon with dgcB"
"GbdR","PP_0298","PP_0313","PP_0313","FALSE","same operon with dgcB"
"GbdR","PP_0298","PP_0315","gbcA","FALSE","P. aeruginosa, DOI:10.1128/JB.01055-13"
"GbdR","PP_0298","PP_0316","gbcB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w, P. aeruginosa, DOI:10.1128/JB.01055-13"
"GbdR","PP_0298","PP_0322","glyA-I","FALSE","P. aeruginosa, DOI:10.1128/JB.01055-13"
"GbdR","PP_0298","PP_0323","soxB","FALSE","P. Paeruginosa, ChipExo, doi:10.1038/s41467-019-10778-w, P. aeruginosa, DOI:10.1128/JB.01055-13"
