,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
21,YjdC-22,yjdc + M9,89841,89880,1.36,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,0.49564270152505446,89860.5
22,YjdC-23,yjdc + M9,90357,90403,1.07,"b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",rsmH,rsmH,0.3046709129511677,90380.0
23,YjdC-24,yjdc + M9,90358,90371,1.04,"b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",rsmH,rsmH,0.28821656050955413,90364.5
24,YjdC-25,yjdc + M9,106515,106556,1.84,b0096,lpxC,lpxC,lpxC,-0.022331154684095862,106535.5
25,YjdC-26,yjdc + M9,106640,106680,2.03,b0096,lpxC,lpxC,lpxC,0.11328976034858387,106660.0
26,YjdC-27,yjdc + M9,106727,106766,1.96,b0096,lpxC,lpxC,lpxC,0.20751633986928106,106746.5
27,YjdC-28,yjdc + M9,106884,106932,1.38,b0096,lpxC,lpxC,lpxC,0.38344226579520696,106908.0
28,YjdC-29,yjdc + M9,113352,113396,1.55,"b0104,b0101,b0102,b0103","guaC,yacG,zapD,coaE",guaC,guaC,-0.06609195402298851,113374.0
29,YjdC-30,yjdc + M9,113362,113405,1.59,"b0104,b0101,b0102,b0103","guaC,yacG,zapD,coaE",guaC,guaC,-0.05699233716475096,113383.5
30,YjdC-31,yjdc + M9,131629,131668,1.18,"b0118,b0117","acnB,yacH",acnB,acnB,0.013279445727482679,131648.5
31,YjdC-32,yjdc + M9,132939,132982,1.03,,,acnB,acnB,0.5182832948421863,132960.5
32,YjdC-33,yjdc + M9,138751,138759,1.26,,,yacC,yacC,-5.281609195402299,138755.0
33,YjdC-34,yjdc + M9,142021,142068,1.15,,,can,can,0.9434389140271493,142044.5
34,YjdC-35,yjdc + M9,146798,146809,1.13,"b0132,b0131","yadD,panD",panD,panD,-0.2874015748031496,146803.5
35,YjdC-36,yjdc + M9,159025,159075,1.16,"b0142,b0143","folK,pcnB",pcnB,pcnB,0.05436337625178827,159050.0
36,YjdC-37,yjdc + M9,167641,167674,1.15,"b0150,b0151,b0152,b0153","fhuA,fhuC,fhuD,fhuB",fhuA,fhuA,0.07776292335115864,167657.5
37,YjdC-38,yjdc + M9,169871,169917,1.74,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.14661654135338345,169894.0
38,YjdC-39,yjdc + M9,176551,176592,1.46,b0156,erpA,erpA,erpA,-0.10869565217391304,176571.5
39,YjdC-40,yjdc + M9,189752,189801,1.48,"b0169,b0170,b0166,b0167,b0168","rpsB,tsf,dapD,glnD,map",rpsB,rpsB,-0.13292011019283748,189776.5
40,YjdC-41,yjdc + M9,190128,190168,1.04,"b0169,b0170","rpsB,tsf",rpsB,rpsB,0.3787878787878788,190148.0
41,YjdC-42,yjdc + M9,192977,193023,1.26,b0172,frr,frr,frr,0.23118279569892472,193000.0
42,YjdC-43,yjdc + M9,201115,201146,1.31,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",lpxD,lpxD,0.1564327485380117,201130.5
43,YjdC-44,yjdc + M9,201133,201177,1.16,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",lpxD,lpxD,0.18031189083820662,201155.0
44,YjdC-45,yjdc + M9,201512,201563,1.14,,,lpxD,lpxD,0.5531189083820662,201537.5
45,YjdC-46,yjdc + M9,219458,219502,0.99,b0195,tsaA,tsaA,tsaA,0.16101694915254236,219480.0
46,YjdC-47,yjdc + M9,222505,222525,1.25,"b0200,b0197,b0198,b0199","gmhB,metQ,metI,metN",metN,metN,0.12596899224806202,222515.0
47,YjdC-48,yjdc + M9,223455,223502,3.05,,,metN,metN,-0.8076550387596899,223478.5
48,YjdC-49,yjdc + M9,223587,223630,6.23,,,metN,metN,-0.9336240310077519,223608.5
49,YjdC-50,yjdc + M9,223952,223997,5.14,,,metN,metN,-1.2882751937984496,223974.5
50,YjdC-51,yjdc + M9,224148,224193,4.08,,,metN,metN,-1.4781976744186047,224170.5
51,YjdC-52,yjdc + M9,224456,224503,3.59,,,metN,metN,-1.7776162790697674,224479.5
52,YjdC-53,yjdc + M9,224867,224908,6.53,,,metN,metN,-2.17296511627907,224887.5
53,YjdC-54,yjdc + M9,225595,225632,3.52,,,metN,metN,-2.876453488372093,225613.5
54,YjdC-55,yjdc + M9,226031,226075,3.68,,,dkgB,dkgB,-3.8718905472636815,226053.0
55,YjdC-56,yjdc + M9,226274,226319,4.44,,,dkgB,dkgB,-3.5690298507462686,226296.5
56,YjdC-57,yjdc + M9,226597,226643,4.67,,,dkgB,dkgB,-3.1666666666666665,226620.0
57,YjdC-58,yjdc + M9,226966,227010,4.7,,,dkgB,dkgB,-2.708955223880597,226988.0
58,YjdC-59,yjdc + M9,227080,227127,3.32,,,dkgB,dkgB,-2.5652985074626864,227103.5
59,YjdC-60,yjdc + M9,227275,227316,3.07,,,dkgB,dkgB,-2.326492537313433,227295.5
60,YjdC-61,yjdc + M9,227401,227450,2.77,,,dkgB,dkgB,-2.1648009950248754,227425.5
61,YjdC-62,yjdc + M9,227625,227673,4.02,,,dkgB,dkgB,-1.88681592039801,227649.0
62,YjdC-63,yjdc + M9,227766,227814,3.78,,,dkgB,dkgB,-1.7114427860696517,227790.0
63,YjdC-64,yjdc + M9,227900,227936,3.2,,,dkgB,dkgB,-1.5522388059701493,227918.0
64,YjdC-65,yjdc + M9,228351,228401,3.52,,,dkgB,dkgB,-0.9825870646766169,228376.0
65,YjdC-66,yjdc + M9,228519,228565,3.86,,,dkgB,dkgB,-0.7761194029850746,228542.0
66,YjdC-67,yjdc + M9,228581,228622,3.55,,,dkgB,dkgB,-0.7021144278606966,228601.5
67,YjdC-68,yjdc + M9,228940,228979,4.86,b0207,dkgB,dkgB,dkgB,-0.2568407960199005,228959.5
68,YjdC-69,yjdc + M9,236963,237009,4.22,b0217,yafT,yafT,yafT,-0.44274809160305345,236986.0
69,YjdC-70,yjdc + M9,262883,262927,7.26,,,phoE,phoE,-2.65625,262905.0
70,YjdC-71,yjdc + M9,297191,297235,6.37,b0281,intF,intF,intF,-0.0835117773019272,297213.0
71,YjdC-72,yjdc + M9,406472,406498,0.98,"b0388,b0389,b0390","aroL,yaiA,aroM",aroL,aroL,0.15428571428571428,406485.0
72,YjdC-73,yjdc + M9,406547,406590,1.07,"b0388,b0389,b0390","aroL,yaiA,aroM",aroL,aroL,0.31333333333333335,406568.5
73,YjdC-74,yjdc + M9,476406,476454,1.7,"b0456,b0454","ybaA,ybaZ",ybaZ,ybaZ,-0.15128205128205127,476430.0
74,YjdC-75,yjdc + M9,490966,491015,1.14,"b0468,b0469,b0466,b0467","ybaN,apt,ybaM,priC",ybaN,ybaN,0.2896825396825397,490990.5
75,YjdC-76,yjdc + M9,491066,491108,1.22,"b0468,b0469,b0466,b0467","ybaN,apt,ybaM,priC",ybaN,ybaN,0.544973544973545,491087.0
76,YjdC-77,yjdc + M9,492023,492073,1.29,b0470,dnaX,dnaX,dnaX,-0.022256728778467908,492048.0
77,YjdC-78,yjdc + M9,564670,564698,1.69,b0535,sfmZ,sfmZ,sfmZ,-0.3222748815165877,564684.0
78,YjdC-79,yjdc + M9,612556,612598,1.62,"b0585,b4511,b0586,b0587,b0583,b0584","fes,ybdZ,entF,fepE,entD,fepA",fepA,fepA,-0.037037037037037035,612577.0
79,YjdC-80,yjdc + M9,612891,612937,1.16,"b0585,b4511,b0586,b0587,b0583,b0584","fes,ybdZ,entF,fepE,entD,fepA",fes,fes,0.1479634247714048,612914.0
80,YjdC-81,yjdc + M9,614041,614089,1.22,"b4511,b0586,b0587","ybdZ,entF,fepE",ybdZ,ybdZ,0.5662100456621004,614065.0
81,YjdC-82,yjdc + M9,622014,622065,1.27,"b0591,b0588,b0589,b0590","entS,fepC,fepG,fepD",fepD,fepD,0.14875621890547264,622039.5
82,YjdC-83,yjdc + M9,622439,622489,0.89,"b0591,b0588,b0589,b0590","entS,fepC,fepG,fepD",entS,entS,0.13189448441247004,622464.0
83,YjdC-84,yjdc + M9,624633,624681,1.29,"b0593,b0594,b0595,b0596,b0597,b0592","entC,entE,entB,entA,entH,fepB",fepB,fepB,-0.1536050156739812,624657.0
84,YjdC-85,yjdc + M9,625401,625446,1.04,,,entC,entC,0.45875850340136054,625423.5
85,YjdC-86,yjdc + M9,630050,630093,1.06,b0598,cstA,cstA,cstA,0.08475783475783476,630071.5
86,YjdC-87,yjdc + M9,657374,657425,1.66,b0623,cspE,cspE,cspE,0.5166666666666667,657399.5
87,YjdC-88,yjdc + M9,696647,696688,2.91,,,miaB,miaB,-1.2017543859649122,696667.5
88,YjdC-89,yjdc + M9,696924,696952,5.4,,,miaB,miaB,-1.391578947368421,696938.0
89,YjdC-90,yjdc + M9,697144,697181,3.06,,,miaB,miaB,-1.5491228070175438,697162.5
90,YjdC-91,yjdc + M9,754997,755045,1.27,"b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729","sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD",sdhC,sdhC,-0.3974358974358974,755021.0
91,YjdC-92,yjdc + M9,780480,780528,2.89,,,nadA,nadA,-1.5134099616858236,780504.0
92,YjdC-93,yjdc + M9,780600,780647,4.73,,,nadA,nadA,-1.3989463601532568,780623.5
93,YjdC-94,yjdc + M9,780677,780719,4.89,,,nadA,nadA,-1.3275862068965518,780698.0
94,YjdC-95,yjdc + M9,780801,780845,5.99,,,nadA,nadA,-1.2078544061302683,780823.0
95,YjdC-96,yjdc + M9,780926,780964,4.89,,,nadA,nadA,-1.0909961685823755,780945.0
96,YjdC-97,yjdc + M9,781058,781107,4.57,,,nadA,nadA,-0.9592911877394636,781082.5
97,YjdC-98,yjdc + M9,781104,781148,4.68,,,nadA,nadA,-0.9176245210727969,781126.0
98,YjdC-99,yjdc + M9,781219,781268,3.45,,,nadA,nadA,-0.8050766283524904,781243.5
99,YjdC-100,yjdc + M9,781372,781414,2.34,,,nadA,nadA,-0.6618773946360154,781393.0
100,YjdC-101,yjdc + M9,817124,817170,1.3,"b0781,b0782,b0783,b0784,b0785,b0780","moaA,moaB,moaC,moaD,moaE,ybhK",moaA,moaA,0.10505050505050505,817147.0
101,YjdC-102,yjdc + M9,817211,817259,1.46,"b0781,b0782,b0783,b0784,b0785","moaA,moaB,moaC,moaD,moaE",moaA,moaA,0.19393939393939394,817235.0
102,YjdC-103,yjdc + M9,852818,852867,1.52,"b0817,b0818,b0815","mntR,ybiR,opgE",opgE,opgE,-0.15498737373737373,852842.5
103,YjdC-104,yjdc + M9,855928,855971,1.52,"b0820,b0819","ybiT,ldtB",ybiT,ybiT,-0.007846829880728186,855949.5
104,YjdC-105,yjdc + M9,855981,856027,1.3,"b0820,b0819","ybiT,ldtB",ybiT,ybiT,0.026365348399246705,856004.0
105,YjdC-106,yjdc + M9,925964,926009,2.46,,,cspD,cspD,-15.095555555555556,925986.5
106,YjdC-107,yjdc + M9,926600,926638,1.27,b0884,infA,infA,infA,-0.8036529680365296,926619.0
107,YjdC-108,yjdc + M9,957633,957658,1.17,"b0907,b0908","serC,aroA",serC,serC,-0.005968778696051423,957645.5
108,YjdC-109,yjdc + M9,958195,958238,1.0,,,serC,serC,0.5183654729109275,958216.5
109,YjdC-110,yjdc + M9,961749,961797,2.16,"b0910,b0911,b0912","cmk,rpsA,ihfB",cmk,cmk,0.8377192982456141,961773.0
110,YjdC-111,yjdc + M9,962092,962141,1.02,"b0911,b0912","rpsA,ihfB",rpsA,rpsA,0.07317801672640382,962116.5
111,YjdC-112,yjdc + M9,962491,962541,1.07,"b0911,b0912","rpsA,ihfB",rpsA,rpsA,0.3118279569892473,962516.0
112,YjdC-113,yjdc + M9,963452,963483,1.07,"b0911,b0912","rpsA,ihfB",rpsA,rpsA,0.8802270011947432,963467.5
113,YjdC-114,yjdc + M9,983056,983100,1.21,"b0926,b0927","ycbK,ycbL",ycbK,ycbK,0.007285974499089253,983078.0
114,YjdC-115,yjdc + M9,983124,983171,1.36,"b0926,b0927","ycbK,ycbL",ycbK,ycbK,0.13387978142076504,983147.5
115,YjdC-116,yjdc + M9,990285,990331,1.22,"b0932,b0931","pepN,pncB",pncB,pncB,0.0399002493765586,990308.0
116,YjdC-117,yjdc + M9,1019791,1019831,1.68,b0957,ompA,ompA,ompA,0.23246878001921228,1019811.0
117,YjdC-118,yjdc + M9,1019993,1020027,2.7,b0957,ompA,ompA,ompA,0.04130643611911623,1020010.0
118,YjdC-119,yjdc + M9,1020153,1020198,1.52,b0957,ompA,ompA,ompA,-0.11767531219980788,1020175.5
119,YjdC-120,yjdc + M9,1031627,1031675,2.72,b0970,yccA,yccA,yccA,-0.353030303030303,1031651.0
120,YjdC-121,yjdc + M9,1031681,1031723,2.58,"b0972,b0973,b0974,b0975,b0976,b0977,b0970","hyaA,hyaB,hyaC,hyaD,hyaE,hyaF,yccA",yccA,yccA,-0.4303030303030303,1031702.0
121,YjdC-122,yjdc + M9,1081461,1081495,1.28,b4490_2,efeU_2,efeU_2,efeU_2,0.026170798898071626,1081478.0
122,YjdC-123,yjdc + M9,1084958,1085004,1.58,b1020,phoH,phoH,phoH,-0.009389671361502348,1084981.0
123,YjdC-124,yjdc + M9,1085044,1085083,1.18,b1020,phoH,phoH,phoH,0.06807511737089202,1085063.5
124,YjdC-125,yjdc + M9,1144456,1144497,1.25,"b1085,b1086,b1084","yceQ,rluC,rne",yceQ,yceQ,-0.0763239875389408,1144476.5
125,YjdC-126,yjdc + M9,1146897,1146941,2.11,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095,b1087","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF,yceF",yceD,yceD,0.2413793103448276,1146919.0
126,YjdC-127,yjdc + M9,1146961,1147005,2.27,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095,b1087","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF,yceF",yceD,yceD,0.36398467432950193,1146983.0
127,YjdC-128,yjdc + M9,1146979,1147017,2.17,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095,b1087","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF,yceF",yceD,yceD,0.39272030651340994,1146998.0
128,YjdC-129,yjdc + M9,1147425,1147429,1.11,"b1089,b1090,b1091,b1092,b1093,b1094,b1095","rpmF,plsX,fabH,fabD,fabG,acpP,fabF",rpmF,rpmF,0.3505747126436782,1147427.0
129,YjdC-130,yjdc + M9,1147646,1147692,1.43,"b1090,b1091,b1092,b1093,b1094,b1095","plsX,fabH,fabD,fabG,acpP,fabF",plsX,plsX,0.0457516339869281,1147669.0
130,YjdC-131,yjdc + M9,1151288,1151329,1.24,"b1093,b1094,b1095","fabG,acpP,fabF",fabG,fabG,0.8700680272108844,1151308.5
131,YjdC-132,yjdc + M9,1151545,1151581,1.3,"b1094,b1095","acpP,fabF",acpP,acpP,-0.21518987341772153,1151563.0
132,YjdC-133,yjdc + M9,1151945,1151990,1.35,b1095,fabF,fabF,fabF,0.023752012882447666,1151967.5
133,YjdC-134,yjdc + M9,1250946,1250997,2.52,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.04869791666666667,1250971.5
134,YjdC-135,yjdc + M9,1250980,1251030,2.38,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.03125,1251005.0
135,YjdC-136,yjdc + M9,1261955,1261998,1.53,b1207,prs,prs,prs,-0.1070675105485232,1261976.5
136,YjdC-137,yjdc + M9,1262153,1262197,1.26,"b1207,b1208","prs,ispE",ispE,ispE,0.823943661971831,1262175.0
137,YjdC-138,yjdc + M9,1287266,1287302,1.34,b1229,tpr,tpr,tpr,-1.2,1287284.0
138,YjdC-139,yjdc + M9,1287401,1287451,2.03,b1229,tpr,tpr,tpr,-2.7777777777777777,1287426.0
139,YjdC-140,yjdc + M9,1292735,1292767,1.2,b1237,hns,hns,hns,0.41304347826086957,1292751.0
140,YjdC-141,yjdc + M9,1311145,1311189,1.24,"b1252,b1251","tonB,yciI",tonB,tonB,0.10972222222222222,1311167.0
141,YjdC-142,yjdc + M9,1490229,1490273,1.06,"b4493_2,b4493_1","gapC_2,gapC_1",gapC_1,gapC_1,0.616,1490251.0
142,YjdC-143,yjdc + M9,1490724,1490763,1.73,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_1,gapC_1,-0.04066666666666666,1490743.5
143,YjdC-144,yjdc + M9,1490732,1490778,1.68,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_1,gapC_1,-0.056,1490755.0
144,YjdC-145,yjdc + M9,1610713,1610727,3.11,b1521,uxaB,uxaB,uxaB,-0.027548209366391185,1610720.0
145,YjdC-146,yjdc + M9,1610822,1610868,1.93,b1521,uxaB,uxaB,uxaB,-0.11363636363636363,1610845.0
146,YjdC-147,yjdc + M9,1741297,1741339,1.41,b1661,cfa,cfa,cfa,-0.08181026979982593,1741318.0
147,YjdC-148,yjdc + M9,1746552,1746593,4.0,"b1667,b1664","ydhR,ydhQ",ydhR,ydhR,-0.4133986928104575,1746572.5
148,YjdC-149,yjdc + M9,1757577,1757623,1.62,b1677,lpp,lpp,lpp,0.759493670886076,1757600.0
149,YjdC-150,yjdc + M9,1800016,1800054,2.2,"b1712,b1713,b1714,b1715,b1716,b1717","ihfA,pheT,pheS,pheM,rplT,rpmI",rpmI,rpmI,-0.18181818181818182,1800035.0
150,YjdC-151,yjdc + M9,1800204,1800248,1.91,"b1712,b1713,b1714,b1715,b1716,b1717,b1718","ihfA,pheT,pheS,pheM,rplT,rpmI,infC",infC,infC,0.7587476979742173,1800226.0
151,YjdC-152,yjdc + M9,1800608,1800652,1.83,"b1712,b1713,b1714,b1715,b1716,b1717,b1718","ihfA,pheT,pheS,pheM,rplT,rpmI,infC",thrS,thrS,1.0057024364955935,1800630.0
152,YjdC-153,yjdc + M9,1800812,1800824,2.28,"b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719","ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS",thrS,thrS,0.9082426127527217,1800818.0
153,YjdC-154,yjdc + M9,1800980,1801005,1.05,"b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719","ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS",thrS,thrS,0.8177812337998963,1800992.5
154,YjdC-155,yjdc + M9,1810959,1811005,1.32,b1729,ydjN,ydjN,ydjN,0.035201149425287355,1810982.0
155,YjdC-156,yjdc + M9,1810994,1811040,1.25,b1729,ydjN,ydjN,ydjN,0.0603448275862069,1811017.0
156,YjdC-157,yjdc + M9,1862629,1862672,1.68,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,gapA,-0.11997991967871485,1862650.5
157,YjdC-158,yjdc + M9,1862793,1862839,1.33,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,gapA,0.04618473895582329,1862816.0
158,YjdC-159,yjdc + M9,1915910,1915958,0.99,"b1833,b1834,b1830,b1831,b1832","yebS,yebT,prc,proQ,msrC",msrC,msrC,0.3895582329317269,1915934.0
159,YjdC-160,yjdc + M9,1923175,1923219,1.41,b1838,pphA,pphA,pphA,-0.3470319634703196,1923197.0
160,YjdC-161,yjdc + M9,1991798,1991844,5.24,b1908,yecA,yecA,yecA,-0.3033033033033033,1991821.0
161,YjdC-162,yjdc + M9,1991916,1991961,7.59,b1908,yecA,yecA,yecA,-0.4797297297297297,1991938.5
162,YjdC-163,yjdc + M9,1991970,1992018,7.53,b1908,yecA,yecA,yecA,-0.5630630630630631,1991994.0
163,YjdC-164,yjdc + M9,1992137,1992186,3.78,,,yecA,yecA,-0.8145645645645646,1992161.5
164,YjdC-165,yjdc + M9,2044531,2044577,1.83,b1978,yeeJ,yeeJ,yeeJ,-0.054118976967641653,2044554.0
165,YjdC-166,yjdc + M9,2059833,2059879,3.62,b1985,yeeO,yeeO,yeeO,-0.11155913978494623,2059856.0
166,YjdC-167,yjdc + M9,2059874,2059918,4.06,b1985,yeeO,yeeO,yeeO,-0.13844086021505375,2059896.0
167,YjdC-168,yjdc + M9,2062286,2062327,2.28,b1988,nac,nac,nac,-0.4068627450980392,2062306.5
168,YjdC-169,yjdc + M9,2114230,2114273,1.26,b2042,wcaN,wcaN,wcaN,0.08445190156599552,2114251.5
169,YjdC-170,yjdc + M9,2244610,2244650,1.58,,,yeiG,yeiG,0.8614097968936678,2244630.0
170,YjdC-171,yjdc + M9,2244857,2244885,1.13,,,cirA,cirA,0.9528112449799196,2244871.0
171,YjdC-172,yjdc + M9,2244878,2244916,1.21,,,cirA,cirA,0.9397590361445783,2244897.0
172,YjdC-173,yjdc + M9,2246891,2246935,1.5,b2155,cirA,cirA,cirA,-0.07228915662650602,2246913.0
173,YjdC-174,yjdc + M9,2266170,2266183,1.01,b2172,yeiQ,yeiQ,yeiQ,-0.046012269938650305,2266176.5
174,YjdC-175,yjdc + M9,2278069,2278103,1.1,b2181,yejG,yejG,yejG,0.43768115942028984,2278086.0
175,YjdC-176,yjdc + M9,2282527,2282564,1.32,b2185,rplY,rplY,rplY,0.10350877192982456,2282545.5
176,YjdC-177,yjdc + M9,2286220,2286264,1.76,,,yejK,yejK,-2.2767857142857144,2286242.0
177,YjdC-178,yjdc + M9,2312280,2312317,1.11,b2215,ompC,ompC,ompC,0.40806159420289856,2312298.5
178,YjdC-179,yjdc + M9,2404930,2404966,1.33,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoA,nuoA,0.27927927927927926,2404948.0
179,YjdC-180,yjdc + M9,2404971,2405010,1.22,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoA,nuoA,0.18355855855855857,2404990.5
180,YjdC-181,yjdc + M9,2440319,2440361,1.13,b2322,yfcJ,yfcJ,yfcJ,-0.18659881255301103,2440340.0
181,YjdC-182,yjdc + M9,2440427,2440468,1.08,b2322,yfcJ,fabB,fabB,0.947993447993448,2440447.5
182,YjdC-183,yjdc + M9,2440687,2440737,1.15,,,fabB,fabB,0.7313677313677314,2440712.0
183,YjdC-184,yjdc + M9,2440824,2440863,1.07,,,fabB,fabB,0.6236691236691236,2440843.5
184,YjdC-185,yjdc + M9,2441080,2441117,1.4,,,fabB,fabB,0.41482391482391484,2441098.5
185,YjdC-186,yjdc + M9,2441312,2441357,1.24,"b2324,b2323","mnmC,fabB",fabB,fabB,0.22153972153972154,2441334.5
186,YjdC-187,yjdc + M9,2466352,2466380,1.91,b2349,intS,intS,intS,-0.153713298791019,2466366.0
187,YjdC-188,yjdc + M9,2495557,2495571,1.07,"b2378,b2377","lpxP,yfdY",lpxP,lpxP,-0.08686210640608034,2495564.0
188,YjdC-189,yjdc + M9,2498202,2498253,1.03,"b2380,b2381,b2382,b2379","ypdA,ypdB,ypdC,alaC",alaC,alaC,0.05447941888619855,2498227.5
189,YjdC-190,yjdc + M9,2511242,2511277,1.05,b2390,ypeC,ypeC,ypeC,0.7935779816513762,2511259.5
