,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
17,YiaG-18,yiag + M9,107172,107213,1.28,,,lpxC,lpxC,0.6933551198257081,107192.5
18,YiaG-19,yiag + M9,120621,120668,1.14,,,ampE,ampE,1.595906432748538,120644.5
19,YiaG-20,yiag + M9,122232,122276,1.62,"b0113,b0114,b0115,b0116","pdhR,aceE,aceF,lpd",pdhR,pdhR,0.2130718954248366,122254.0
20,YiaG-21,yiag + M9,122321,122360,1.73,"b0113,b0114,b0115,b0116","pdhR,aceE,aceF,lpd",pdhR,pdhR,0.3261437908496732,122340.5
21,YiaG-22,yiag + M9,171787,171799,1.02,b0153,fhuB,fhuD,fhuD,1.368125701459035,171793.0
22,YiaG-23,yiag + M9,193013,193026,1.32,b0172,frr,frr,frr,0.2661290322580645,193019.5
23,YiaG-24,yiag + M9,200764,200797,1.2,"b0178,b0179,b0180,b0181,b0182,b0183,b0184","skp,lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",lpxD,lpxD,-0.18469785575048733,200780.5
24,YiaG-25,yiag + M9,201042,201083,1.56,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",skp,skp,1.1965020576131686,201062.5
25,YiaG-26,yiag + M9,201324,201358,1.31,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",skp,skp,1.7695473251028806,201341.0
26,YiaG-27,yiag + M9,201839,201877,1.27,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",lpxD,lpxD,0.8654970760233918,201858.0
27,YiaG-28,yiag + M9,223590,223630,1.91,,,gmhB,gmhB,1.3506944444444444,223610.0
28,YiaG-29,yiag + M9,223955,223996,2.28,,,gmhB,gmhB,1.9852430555555556,223975.5
29,YiaG-30,yiag + M9,224295,224332,1.7,,,gmhB,gmhB,2.572048611111111,224313.5
30,YiaG-31,yiag + M9,224493,224535,1.95,,,gmhB,gmhB,2.920138888888889,224514.0
31,YiaG-32,yiag + M9,224872,224908,3.59,,,gmhB,gmhB,3.5729166666666665,224890.0
32,YiaG-33,yiag + M9,225243,225285,2.62,,,gmhB,gmhB,4.222222222222222,225264.0
33,YiaG-34,yiag + M9,225615,225642,2.25,,,gmhB,gmhB,4.855034722222222,225628.5
34,YiaG-35,yiag + M9,225753,225798,3.51,,,gmhB,gmhB,5.110243055555555,225775.5
35,YiaG-36,yiag + M9,226029,226073,3.8,,,gmhB,gmhB,5.588541666666667,226051.0
36,YiaG-37,yiag + M9,226286,226319,5.37,,,dkgB,dkgB,-3.5615671641791047,226302.5
37,YiaG-38,yiag + M9,226592,226633,5.96,,,dkgB,dkgB,-3.175995024875622,226612.5
38,YiaG-39,yiag + M9,226624,226665,5.61,,,dkgB,dkgB,-3.1361940298507465,226644.5
39,YiaG-40,yiag + M9,226847,226889,5.02,,,dkgB,dkgB,-2.8582089552238807,226868.0
40,YiaG-41,yiag + M9,227432,227467,4.02,,,dkgB,dkgB,-2.134950248756219,227449.5
41,YiaG-42,yiag + M9,228093,228133,6.6,,,dkgB,dkgB,-1.3097014925373134,228113.0
42,YiaG-43,yiag + M9,228584,228622,5.0,,,dkgB,dkgB,-0.7002487562189055,228603.0
43,YiaG-44,yiag + M9,228727,228764,4.56,b0207,dkgB,dkgB,dkgB,-0.5230099502487562,228745.5
44,YiaG-45,yiag + M9,228992,229033,3.33,b0207,dkgB,dkgB,dkgB,-0.19092039800995025,229012.5
45,YiaG-46,yiag + M9,236912,236945,1.75,b0217,yafT,dnaQ,dnaQ,1.1782786885245902,236928.5
46,YiaG-47,yiag + M9,261704,261731,1.04,b0243,proA,proB,proB,1.205163043478261,261717.5
47,YiaG-48,yiag + M9,261715,261761,1.14,b0243,proA,proB,proB,1.223731884057971,261738.0
48,YiaG-49,yiag + M9,261928,261961,1.01,b0243,proA,proB,proB,1.4107789855072463,261944.5
49,YiaG-50,yiag + M9,262610,262625,1.68,,,proA,proA,0.8895534290271132,262617.5
50,YiaG-51,yiag + M9,262650,262681,1.94,,,proA,proA,0.9278309409888357,262665.5
51,YiaG-52,yiag + M9,262883,262927,6.08,,,proA,proA,1.1188197767145136,262905.0
52,YiaG-53,yiag + M9,297191,297235,4.78,b0281,intF,intF,intF,-0.0835117773019272,297213.0
53,YiaG-54,yiag + M9,427982,428029,0.99,"b0408,b0409","secD,secF",yajC,yajC,2.160660660660661,428005.5
54,YiaG-55,yiag + M9,450283,450316,1.14,"b0428,b0429,b0430,b0431","cyoE,cyoD,cyoC,cyoB",cyoA,cyoA,1.3823839662447257,450299.5
55,YiaG-56,yiag + M9,457682,457724,1.38,"b0438,b0439","clpX,lon",clpX,clpX,0.21803921568627452,457703.0
56,YiaG-57,yiag + M9,491013,491060,1.29,"b0468,b0469,b0466,b0467","ybaN,apt,ybaM,priC",ybaN,ybaN,0.4113756613756614,491036.5
57,YiaG-58,yiag + M9,595718,595753,1.3,"b0572,b0573,b0574,b0575,b0570,b0571","cusC,cusF,cusB,cusA,cusS,cusR",cusC,cusC,0.09934497816593886,595735.5
58,YiaG-59,yiag + M9,596011,596017,1.14,"b0572,b0573,b0574,b0575","cusC,cusF,cusB,cusA",cusC,cusC,0.302037845705968,596014.0
59,YiaG-60,yiag + M9,612183,612229,1.02,"b0583,b0584","entD,fepA",fepA,fepA,0.1285140562248996,612206.0
60,YiaG-61,yiag + M9,612799,612839,1.13,"b0585,b4511,b0586,b0587,b0583,b0584","fes,ybdZ,entF,fepE,entD,fepA",fes,fes,0.06899418121363259,612819.0
61,YiaG-62,yiag + M9,622012,622023,1.67,"b0591,b0588,b0589,b0590","entS,fepC,fepG,fepD",fepD,fepD,0.17064676616915422,622017.5
62,YiaG-63,yiag + M9,625909,625956,1.23,"b0593,b0594,b0595,b0596,b0597","entC,entE,entB,entA,entH",entE,entE,-0.08472998137802606,625932.5
63,YiaG-64,yiag + M9,626639,626678,0.94,,,entC,entC,1.5089285714285714,626658.5
64,YiaG-65,yiag + M9,628904,628934,1.17,"b0596,b0597","entA,entH",entB,entB,1.4289044289044288,628919.0
65,YiaG-66,yiag + M9,629386,629424,1.03,b0597,entH,entA,entA,1.144578313253012,629405.0
66,YiaG-67,yiag + M9,629576,629608,1.04,"b0597,b0598","entH,cstA",entH,entH,0.7077294685990339,629592.0
67,YiaG-68,yiag + M9,630117,630157,1.21,b0598,cstA,cstA,cstA,0.11585944919278253,630137.0
68,YiaG-69,yiag + M9,696653,696688,1.39,,,ubiF,ubiF,1.3354591836734695,696670.5
69,YiaG-70,yiag + M9,696805,696844,1.9,,,ubiF,ubiF,1.4664115646258504,696824.5
70,YiaG-71,yiag + M9,696971,697012,2.33,,,asnB,asnB,1.3126126126126125,696991.5
71,YiaG-72,yiag + M9,701772,701802,1.02,"b0675,b0676,b0677","umpH,nagC,nagA",nagC,nagC,-0.15806715806715807,701787.0
72,YiaG-73,yiag + M9,771479,771518,1.39,"b0733,b0734","cydA,cydB",cydA,cydA,0.026449968132568516,771498.5
73,YiaG-74,yiag + M9,777957,777959,1.07,"b0740,b0741,b0742","tolB,pal,ybgF",tolB,tolB,0.16937354988399073,777958.0
74,YiaG-75,yiag + M9,780507,780532,1.76,,,ybgF,ybgF,1.1647727272727273,780519.5
75,YiaG-76,yiag + M9,780833,780877,2.31,,,ybgF,ybgF,1.5883838383838385,780855.0
76,YiaG-77,yiag + M9,781270,781310,1.68,,,nadA,nadA,-0.7605363984674329,781290.0
77,YiaG-78,yiag + M9,816967,817005,1.26,"b0781,b0782,b0783,b0784,b0785,b0780","moaA,moaB,moaC,moaD,moaE,ybhK",moaA,moaA,-0.05757575757575758,816986.0
78,YiaG-79,yiag + M9,817321,817365,1.48,"b0781,b0782,b0783,b0784,b0785","moaA,moaB,moaC,moaD,moaE",moaA,moaA,0.30303030303030304,817343.0
79,YiaG-80,yiag + M9,866653,866704,1.31,"b0828,b0829,b0830,b0831,b0832,b0826,b0827","iaaA,gsiA,gsiB,gsiC,gsiD,moeB,moeA",iaaA,iaaA,0.11542443064182195,866678.5
80,YiaG-81,yiag + M9,866845,866885,1.45,"b0828,b0829,b0830,b0831,b0832,b0826,b0827","iaaA,gsiA,gsiB,gsiC,gsiD,moeB,moeA",iaaA,iaaA,0.3084886128364389,866865.0
81,YiaG-82,yiag + M9,867075,867119,1.27,"b0828,b0829,b0830,b0831,b0832","iaaA,gsiA,gsiB,gsiC,gsiD",gsiA,gsiA,-0.22542735042735043,867097.0
82,YiaG-83,yiag + M9,868022,868067,1.32,,,iaaA,iaaA,1.529503105590062,868044.5
83,YiaG-84,yiag + M9,954321,954369,1.49,"b0903,b0904","pflB,focA",focA,focA,0.14102564102564102,954345.0
84,YiaG-85,yiag + M9,963151,963160,1.14,,,rpsA,rpsA,0.6938470728793309,963155.5
85,YiaG-86,yiag + M9,1019286,1019318,1.16,,,ompA,ompA,0.7214217098943324,1019302.0
86,YiaG-87,yiag + M9,1019992,1020036,2.37,b0957,ompA,ompA,ompA,0.037463976945244955,1020014.0
87,YiaG-90,yiag + M9,1146824,1146851,1.13,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095,b1087","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF,yceF",yceD,yceD,0.08524904214559387,1146837.5
88,YiaG-91,yiag + M9,1146934,1146952,1.26,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095,b1087","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF,yceF",yceD,yceD,0.28735632183908044,1146943.0
89,YiaG-92,yiag + M9,1151285,1151323,1.4,"b1093,b1094,b1095","fabG,acpP,fabF",fabG,fabG,0.8639455782312925,1151304.0
90,YiaG-93,yiag + M9,1157988,1158039,1.23,b1101,ptsG,ptsG,ptsG,0.10146443514644352,1158013.5
91,YiaG-94,yiag + M9,1158001,1158045,1.19,b1101,ptsG,ptsG,ptsG,0.10808926080892609,1158023.0
92,YiaG-95,yiag + M9,1158126,1158135,1.08,b1101,ptsG,ptsG,ptsG,0.18305439330543932,1158130.5
93,YiaG-96,yiag + M9,1250946,1250979,1.6,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.053385416666666664,1250962.5
94,YiaG-97,yiag + M9,1261936,1261971,1.1,b1207,prs,ispE,ispE,1.0839201877934272,1261953.5
95,YiaG-98,yiag + M9,1292721,1292763,1.11,b1237,hns,hns,hns,0.43478260869565216,1292742.0
96,YiaG-100,yiag + M9,1610713,1610727,1.62,b1521,uxaB,uxaB,uxaB,-0.027548209366391185,1610720.0
97,YiaG-101,yiag + M9,1677501,1677548,1.02,"b1602,b1603","pntB,pntA",pntA,pntA,0.24690150032615785,1677524.5
98,YiaG-102,yiag + M9,1746556,1746583,1.39,"b1667,b1664","ydhR,ydhQ",ydhR,ydhR,-0.42320261437908496,1746569.5
99,YiaG-103,yiag + M9,1757455,1757487,1.42,b1677,lpp,lpp,lpp,0.21518987341772153,1757471.0
100,YiaG-104,yiag + M9,1799558,1799599,1.62,"b1712,b1713,b1714,b1715,b1716","ihfA,pheT,pheS,pheM,rplT",rplT,rplT,0.47759103641456585,1799578.5
101,YiaG-105,yiag + M9,1799706,1799734,1.54,"b1712,b1713,b1714,b1715,b1716","ihfA,pheT,pheS,pheM,rplT",rplT,rplT,0.08123249299719888,1799720.0
102,YiaG-106,yiag + M9,1800597,1800630,1.32,"b1712,b1713,b1714,b1715,b1716,b1717,b1718","ihfA,pheT,pheS,pheM,rplT,rpmI,infC",thrS,thrS,1.014256091238984,1800613.5
103,YiaG-107,yiag + M9,1800822,1800869,1.25,"b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719","ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS",infC,infC,-0.3821362799263352,1800845.5
104,YiaG-108,yiag + M9,1801072,1801113,1.37,"b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719","ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS",infC,infC,-0.8370165745856354,1801092.5
105,YiaG-109,yiag + M9,1801192,1801240,0.97,,,infC,infC,-1.0644567219152854,1801216.0
106,YiaG-110,yiag + M9,1811848,1811890,1.1,,,ydjO,ydjO,1.5708955223880596,1811869.0
107,YiaG-111,yiag + M9,1862681,1862710,1.28,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,gapA,-0.0747991967871486,1862695.5
108,YiaG-112,yiag + M9,1862804,1862840,2.1,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,gapA,0.05220883534136546,1862822.0
109,YiaG-113,yiag + M9,1863018,1863052,2.52,"b1779,b1780","gapA,yeaD",gapA,gapA,0.2660642570281124,1863035.0
110,YiaG-114,yiag + M9,1863258,1863304,1.64,"b1779,b1780","gapA,yeaD",gapA,gapA,0.5130522088353414,1863281.0
111,YiaG-115,yiag + M9,1863342,1863388,1.5,,,gapA,gapA,0.5973895582329317,1863365.0
112,YiaG-116,yiag + M9,1925194,1925242,1.18,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",holE,holE,0.4805194805194805,1925218.0
113,YiaG-117,yiag + M9,1991798,1991848,2.6,b1908,yecA,yecA,yecA,-0.3063063063063063,1991823.0
114,YiaG-118,yiag + M9,1991911,1991958,4.37,b1908,yecA,yecA,yecA,-0.47372372372372373,1991934.5
115,YiaG-119,yiag + M9,1992091,1992128,2.79,b1908,yecA,pgsA,pgsA,1.2887067395264116,1992109.5
116,YiaG-120,yiag + M9,1999792,1999825,1.05,"b1917,b1918,b1919","yecC,yecS,dcyD",fliY,fliY,0.7197253433208489,1999808.5
117,YiaG-121,yiag + M9,2175786,2175829,1.15,,,gatY,gatY,1.6333333333333333,2175807.5
118,YiaG-122,yiag + M9,2176685,2176726,1.45,"b2091,b2092_2,b2092_1,b2093,b2094,b2095,b2096","gatD,gatC_2,gatC_1,gatB,gatA,gatZ,gatY",gatZ,gatZ,-0.30443388756927947,2176705.5
119,YiaG-123,yiag + M9,2177134,2177169,1.1,"b2091,b2092_2,b2092_1,b2093,b2094,b2095,b2096","gatD,gatC_2,gatC_1,gatB,gatA,gatZ,gatY",gatY,gatY,0.06140350877192982,2177151.5
120,YiaG-124,yiag + M9,2244611,2244636,1.48,,,yeiG,yeiG,0.8536439665471923,2244623.5
121,YiaG-125,yiag + M9,2245644,2245688,1.09,,,yeiG,yeiG,2.099163679808841,2245666.0
122,YiaG-126,yiag + M9,2311917,2311958,1.2,b2214,apbE,ompC,ompC,0.7350543478260869,2311937.5
123,YiaG-127,yiag + M9,2312059,2312096,1.25,,,ompC,ompC,0.6082427536231884,2312077.5
124,YiaG-128,yiag + M9,2312131,2312174,1.18,,,ompC,ompC,0.5403079710144928,2312152.5
125,YiaG-129,yiag + M9,2394291,2394324,1.2,,,nuoK,nuoK,3.424092409240924,2394307.5
126,YiaG-130,yiag + M9,2441243,2441280,1.79,b2323,fabB,fabB,fabB,0.28132678132678135,2441261.5
127,YiaG-131,yiag + M9,2511380,2511422,1.17,,,mntH,mntH,1.0532687651331718,2511401.0
128,YiaG-132,yiag + M9,2518023,2518068,1.54,"b2398,b2399,b2395","yfeC,yfeD,yfeA",yfeA,yfeA,-0.09748858447488584,2518045.5
129,YiaG-133,yiag + M9,2518225,2518257,1.73,"b2398,b2399,b2395","yfeC,yfeD,yfeA",yfeC,yfeC,-0.6521739130434783,2518241.0
130,YiaG-134,yiag + M9,2521063,2521107,2.13,b2400,gltX,gltX,gltX,-0.2916666666666667,2521085.0
131,YiaG-135,yiag + M9,2530778,2530814,1.74,b2412,zipA,zipA,zipA,0.44275582573454914,2530796.0
132,YiaG-136,yiag + M9,2530945,2531000,2.39,b2412,zipA,zipA,zipA,0.26393110435663625,2530972.5
133,YiaG-137,yiag + M9,2530972,2531003,2.32,"b2413,b2412","cysZ,zipA",zipA,zipA,0.24873353596757852,2530987.5
134,YiaG-138,yiag + M9,2532451,2532498,1.92,b2414,cysK,cysK,cysK,0.0684156378600823,2532474.5
135,YiaG-139,yiag + M9,2532696,2532719,1.63,b2414,cysK,cysK,cysK,0.3081275720164609,2532707.5
136,YiaG-140,yiag + M9,2533020,2533064,1.24,,,cysK,cysK,0.6522633744855967,2533042.0
137,YiaG-141,yiag + M9,2534416,2534452,1.06,"b2416,b2417","ptsI,crr",ptsI,ptsI,0.21354166666666666,2534434.0
138,YiaG-142,yiag + M9,2535155,2535201,1.24,,,crr,crr,-1.2843137254901962,2535178.0
139,YiaG-143,yiag + M9,2541394,2541403,1.65,"b2421,b2422,b2423","cysM,cysA,cysW",cysU,cysU,1.3351318944844124,2541398.5
140,YiaG-144,yiag + M9,2542215,2542232,1.25,"b2421,b2422,b2423,b2424","cysM,cysA,cysW,cysU",cysP,cysP,1.2826941986234022,2542223.5
141,YiaG-145,yiag + M9,2543111,2543153,1.31,"b2421,b2422,b2423,b2424,b2425","cysM,cysA,cysW,cysU,cysP",cysP,cysP,0.3893805309734513,2543132.0
142,YiaG-146,yiag + M9,2563326,2563361,5.19,"b2448,b2449","yffQ,yffR",yffP,yffP,1.3813131313131313,2563343.5
143,YiaG-147,yiag + M9,2563379,2563424,6.5,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.5013227513227513,2563401.5
144,YiaG-148,yiag + M9,2563476,2563521,2.92,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.2447089947089947,2563498.5
145,YiaG-149,yiag + M9,2564907,2564952,2.89,b2450,yffS,yffS,yffS,0.5030864197530864,2564929.5
146,YiaG-150,yiag + M9,2565289,2565333,5.04,,,yffS,yffS,0.9740740740740741,2565311.0
147,YiaG-151,yiag + M9,2565505,2565538,1.45,,,eutA,eutA,0.9704415954415955,2565521.5
148,YiaG-152,yiag + M9,2598565,2598582,1.22,b2477,bamC,dapA,dapA,1.3498293515358362,2598573.5
149,YiaG-153,yiag + M9,2599559,2599593,1.16,"b2479,b2477,b2478","gcvR,bamC,dapA",dapA,dapA,0.20932878270762229,2599576.0
150,YiaG-154,yiag + M9,2638006,2638046,1.24,,,bamB,bamB,0.5309584393553859,2638026.0
151,YiaG-155,yiag + M9,2638043,2638085,1.2,,,yfgM,yfgM,1.962962962962963,2638064.0
152,YiaG-156,yiag + M9,2641413,2641443,0.99,b2515,ispG,rodZ,rodZ,1.3964497041420119,2641428.0
153,YiaG-157,yiag + M9,2641600,2641638,1.14,b2515,ispG,rodZ,rodZ,1.208086785009862,2641619.0
154,YiaG-158,yiag + M9,2691208,2691242,2.09,b2556,glrK,glrK,glrK,-0.08893557422969188,2691225.0
155,YiaG-159,yiag + M9,2691275,2691315,2.25,b2556,glrK,glrK,glrK,-0.13795518207282914,2691295.0
156,YiaG-160,yiag + M9,2716360,2716402,2.75,"b2580,b2579","ung,grcA",grcA,grcA,0.17708333333333334,2716381.0
157,YiaG-161,yiag + M9,2726090,2726129,4.86,b2587,kgtP,kgtP,kgtP,-0.2798306389530408,2726109.5
158,YiaG-162,yiag + M9,2726272,2726274,3.46,,,kgtP,kgtP,-0.40569668976135487,2726273.0
159,YiaG-163,yiag + M9,2726666,2726699,17.12,,,kgtP,kgtP,-0.7209391839876829,2726682.5
160,YiaG-164,yiag + M9,2726809,2726849,16.63,,,kgtP,kgtP,-0.8337182448036952,2726829.0
161,YiaG-165,yiag + M9,2727117,2727151,10.99,,,kgtP,kgtP,-1.0685142417244033,2727134.0
162,YiaG-166,yiag + M9,2727477,2727515,8.49,,,kgtP,kgtP,-1.3471901462663587,2727496.0
163,YiaG-167,yiag + M9,2727709,2727750,11.07,,,kgtP,kgtP,-1.5269438029253273,2727729.5
164,YiaG-168,yiag + M9,2727813,2727853,10.81,,,kgtP,kgtP,-1.6066204772902233,2727833.0
165,YiaG-169,yiag + M9,2728062,2728095,11.27,,,kgtP,kgtP,-1.7956120092378753,2728078.5
166,YiaG-170,yiag + M9,2728623,2728666,8.85,,,kgtP,kgtP,-2.2313317936874517,2728644.5
167,YiaG-171,yiag + M9,2728867,2728907,5.28,,,clpB,clpB,2.0536130536130535,2728887.0
168,YiaG-172,yiag + M9,2729182,2729218,2.9,,,clpB,clpB,1.9320124320124321,2729200.0
169,YiaG-173,yiag + M9,2729371,2729414,4.07,,,clpB,clpB,1.8572261072261071,2729392.5
170,YiaG-174,yiag + M9,2730068,2730109,4.98,,,clpB,clpB,1.5868298368298368,2730088.5
171,YiaG-175,yiag + M9,2730496,2730536,3.92,,,clpB,clpB,1.4207459207459208,2730516.0
172,YiaG-176,yiag + M9,2730753,2730797,4.66,,,clpB,clpB,1.32012432012432,2730775.0
173,YiaG-177,yiag + M9,2731310,2731359,1.91,,,clpB,clpB,1.1027583527583527,2731334.5
174,YiaG-178,yiag + M9,2744791,2744836,1.13,"b2606,b2607","rplS,trmD",rplS,rplS,-0.8146551724137931,2744813.5
175,YiaG-179,yiag + M9,2744877,2744908,1.14,"b2606,b2607","rplS,trmD",trmD,trmD,0.5813802083333334,2744892.5
176,YiaG-180,yiag + M9,2745170,2745215,1.27,"b2606,b2607","rplS,trmD",rimM,rimM,1.3214936247723132,2745192.5
177,YiaG-181,yiag + M9,2746380,2746425,1.1,"b2606,b2607,b2608,b2609","rplS,trmD,rimM,rpsP",ffh,ffh,1.0223935389133627,2746402.5
178,YiaG-182,yiag + M9,2748297,2748341,2.13,"b2611,b4461","ypjD,yfjD",ypjD,ypjD,0.45202020202020204,2748319.0
179,YiaG-183,yiag + M9,2755642,2755669,1.59,,,smpB,smpB,1.5745341614906831,2755655.5
180,YiaG-184,yiag + M9,2800909,2800954,1.01,"b2673,b2674,b2675,b2676","nrdH,nrdI,nrdE,nrdF",nrdI,nrdI,-0.07907542579075426,2800931.5
181,YiaG-185,yiag + M9,2801134,2801182,1.22,"b2674,b2675,b2676","nrdI,nrdE,nrdF",nrdE,nrdE,-0.08811188811188811,2801158.0
182,YiaG-186,yiag + M9,2801226,2801271,1.34,"b2674,b2675,b2676","nrdI,nrdE,nrdF",nrdE,nrdE,-0.04592074592074592,2801248.5
183,YiaG-187,yiag + M9,2801411,2801441,1.31,"b2675,b2676","nrdE,nrdF",nrdI,nrdI,1.1240875912408759,2801426.0
184,YiaG-188,yiag + M9,2801472,2801512,1.42,"b2675,b2676","nrdE,nrdF",nrdI,nrdI,1.2846715328467153,2801492.0
185,YiaG-189,yiag + M9,2801569,2801573,1.22,"b2675,b2676","nrdE,nrdF",nrdI,nrdI,1.4768856447688565,2801571.0
186,YiaG-190,yiag + M9,2817984,2818017,1.63,"b2689,b2690","yqaA,yqaB",yqaB,yqaB,-0.8774250440917107,2818000.5
187,YiaG-191,yiag + M9,2818659,2818696,2.4,,,csrA,csrA,2.5188172043010755,2818677.5
188,YiaG-192,yiag + M9,2866583,2866628,1.37,,,rpoS,rpoS,0.9521651560926485,2866605.5
189,YiaG-193,yiag + M9,2866608,2866651,1.48,,,rpoS,rpoS,0.9279959718026183,2866629.5
190,YiaG-194,yiag + M9,2867161,2867202,2.0,b2741,rpoS,rpoS,rpoS,0.37210473313192344,2867181.5
191,YiaG-195,yiag + M9,2867356,2867393,2.54,b2741,rpoS,rpoS,rpoS,0.17774420946626385,2867374.5
192,YiaG-196,yiag + M9,2867596,2867639,1.77,b2741,rpoS,nlpD,nlpD,0.9960526315789474,2867617.5
193,YiaG-197,yiag + M9,2868005,2868055,2.15,"b2741,b2742","rpoS,nlpD",nlpD,nlpD,0.6342105263157894,2868030.0
194,YiaG-198,yiag + M9,2891817,2891845,1.3,"b2765,b2762,b2763,b2764","queD,cysH,cysI,cysJ",cysJ,cysJ,0.03722222222222222,2891831.0
195,YiaG-199,yiag + M9,2908098,2908138,1.29,"b2779,b2780","eno,pyrG",pyrG,pyrG,0.945054945054945,2908118.0
196,YiaG-200,yiag + M9,2908332,2908341,2.28,"b2779,b2780","eno,pyrG",pyrG,pyrG,0.8116605616605617,2908336.5
197,YiaG-201,yiag + M9,2908594,2908632,1.4,,,pyrG,pyrG,0.6428571428571429,2908613.0
198,YiaG-202,yiag + M9,2924368,2924415,5.8,"b2790,b2791,b2792","yqcA,truC,yqcC",yqcC,yqcC,-0.843939393939394,2924391.5
199,YiaG-203,yiag + M9,2924477,2924514,4.5,"b2790,b2791,b2792","yqcA,truC,yqcC",syd,syd,1.4368131868131868,2924495.5
200,YiaG-204,yiag + M9,2947382,2947400,1.25,b2813,mltA,mltA,mltA,-0.19398907103825136,2947391.0
201,YiaG-205,yiag + M9,2968233,2968278,1.14,b2829,ptsP,rppH,rppH,1.3587570621468927,2968255.5
202,YiaG-206,yiag + M9,2999103,2999149,1.1,b2863,ygeQ,ygeR,ygeR,1.0119047619047619,2999126.0
